,0
138,"11788421 | cholestanol | Serum thyroid biomarkers (free triiodothyronine [FT3], free thyroxine [FT4], FT3/FT4 ratio, thyroid-stimulating hormone), 5-stanols (sitostanol and cholestanol), and cholestanol precursors (total cholesterol and its synthesis marker lathosterol, and 7-hydroxy-4-cholesten-3-one cholestenol) were measured at baseline and during the 14 weeks off EZE and on EZE."
139,"7782725 | coffea arabica | In order to identify the diterpene responsible, we analysed the diterpene composition of oils from Arabica (Coffea arabica) and Robusta (Coffea canephora robusta) beans and their effects on serum lipids and thyroid function."
140,"21039758 | naringin | Either rutin or naringin or hesperidin (50mg/kg each) was administered to L-T4-induced hyperthyroid rats for two weeks and their effects were evaluated on the alterations in levels of thyroid hormones, 5'-deiodinase I (5'DI) activity, hepatic lipid peroxidation as well as in antioxidants."
141,"2096076 | cu2+ | In a trial with 50 fattening pigs (20 kg initial body weight), the effect of untreated rapeseed meal (RSM) (148 mmol glucosinolates and aglucones per kg dry matter) on the thyroid was compared with RSM treated with Cu2+ (9.5 mmol glucosinolates and aglucones per kg dry matter) and soybean meal (SBM)."
142,"2096076 | cu2+ | Only untreated RSM without I supplementation depressed performance and resulted in symptoms of I deficiency, but the thyroid and liver weight were also increased and the serum T4 content was significantly reduced in animals which were given RSM not supplemented with I, but treated with Cu2+."
143,"8401411 | cu2+ | The binding of thyroxine (T4) to bovine serum albumin (BSA) has been studied in the presence and absence of Ca2+, Cu2+ and Zn2+ ions at various pH's in 0.1 M Tris-acetate buffer at 25 degrees C using the fluorescence method."
144,"18013 | pterin | Cold acclimation resulted in a significant decrease in the apparent Km of tyrosine hydroxylase for pterin cofactor, whereas thyroxine treatment and thyroidectomy had no effect."
145,26164744 | myricetin | The present study is to investigate the effects of myricetin on pubertal development and thyroid hormone concentrations in the male rat.
146,"26164744 | myricetin | Total serum thyroxine (T4) and, triiodothyronine (T3) levels increased in 25mg/kg myricetin dose group but thyroid-stimulating hormone (TSH) level increased in 0.7 g/kg/day ethinyl estradiol dose groups."
147,"26164744 | myricetin | Myricetin exposure did not significantly change androgen dependent tissue weights; however myricetin exposure caused congestion, germinal cell debris and tubular atrophy in testis colloidal and tubular degeneration in thyroid gland were observed while there was germinal cell debris in epididymis."
148,26164744 | myricetin | This study demonstrated that orally gavages myricetin caused adverse effects on male thyroid-gonadal axis during peripubertal period to pubertal period.
149,"22907850 | sausage | One example is alimentary thyrotoxicosis, which is caused by the ingestion of meat or sausage containing thyroid tissue, inadvertently mixed with traces of muscles and other tissues of the animal's neck (hamburger thyrotoxicosis)."
150,"372484 | ergothioneine | Iodination, thyroxine degradation, and estradiol binding are inhibited by azide, cyanide, aminotriazole, methimazole, ascorbic acid and ergothioneine, all of which can inhibit peroxidase-catalyzed reactions."
151,"23311729 | hydroxyacetic acid | Deiodination and oxidative side chain degradation were found to be the major degradation reactions, resulting in the formation of deiodinated thyroxines, as well as acetic acid, benzoic acid, formaldehyde, acetamide, hydroxyacetic acid, oxoacetic acid, hydroxyacetamide, or oxoacetamide derivatives of thyroxine or deiodinated thyroxine."
152,"4094520 | phosphocholine | Correlations were observed between normal and abnormal postprandial motility patterns and changes in specific metabolites, including glycerol, carnosine, alanine, asparagine, cytosine, choline, phosphocholine, thyroxine, and triiodothyronine."
153,"20298204 | pyrrolidine | Twenty-four Sprague-Dawley (SD) rats were randomly divided into blank, 5/6 nephrectomy (Nx), pyrrolidine dithiocarbamate (PDTC, 10mg/100g), sodium bicarbonate (SB, 0.1g/100g), N-acetylcysteine (NAC, 80mg/100g) and thyroid hormones (TH, levothyroxine 2g/100g) groups."
154,"9446787 | disulfides | Here we show that i-Tg, multimerized through formation of disulfide and dityrosine bonds, has a higher iodine content than soluble Tg and no thyroid hormones."
155,"16300401 | disulfides | We demonstrate that tethering the A and B subunits of TTR with a disulfide bond (as well as the symmetrically disposed C and D subunits) allows urea-mediated dissociation of the resulting (TTR-S-S-TTR)(2) construct, affording (TTR-S-S-TTR)(1) retaining a stable 16-stranded beta-sheet structure that is equivalent to the dimer not possessing a thyroid binding site."
156,"8077345 | d-myo-inositol (3,4)-bisphosphate | D-Myo-inositol 1,3,4,5-tetrakisphosphate, D-myo-inositol 1-monophosphate, and D-myo-inositol 1,4-bisphosphate were ineffective in decreasing thyroid hormone binding to membranes."
157,"10786819 | okadaic acid | Incubation of sheep thyrocytes with okadaic acid (OA) and calyculin-A (CL-A), two potent inhibitors of type 1 (PP1) and type 2A (PP2A) protein phosphatases, resulted in an increase of TSH-stimulated T3 production."
158,"8299553 | okadaic acid | Using both a protein phosphatase inhibitor, okadaic acid (OA), and a protein kinase inhibitor, H7, to modify phosphorylation events in the cell, we investigated the effects of these agents on transcriptional activation via exogenous rat thyroid hormone receptor (TR) isoforms in transiently transfected cells and endogenous TRs."
159,"4343563 | 2-oxoglutarate | In foetal liver the mitochondrial glyoxylate aminotransferase and the cytosol 2-oxoglutarate aminotransferase activities are increased after injection in utero of glucagon, dibutyryl cyclic AMP (6-N,2'-O-dibutyryladenosine 3':5'-cyclic monophosphate) or thyroxine."
160,4343563 | 2-oxoglutarate | The cytosol glyoxylate aminotransferase and the mitochondrial 2-oxoglutarate aminotransferase activities are increased after injection in utero of cortisol or thyroxine.
161,"21563915 | stew | Here, we report a patient who presented with severe decompensated thyrotoxicosis and reversible thyrotoxic cardiomyopathy after ingestion of a mixed seafood stew thought to contain tetrodotoxin or a related marine neurotoxin."
162,"2904342 | barley | The composition of the basal diet (purified vs complete feed ingredients provided as a cassava and a barley based diet, respectively), type of dietary fat [saturated fatty acids (18:0) supplied as fully hydrogenated soya bean oil vs unsaturated fatty acids (18:2) supplied in the form of soya bean oil] and the live wt of the animals (40 vs 80 kg) highly influenced the EFA status of the body and postprandial blood concentrations of glucose, insulin and thyroxine."
163,"16350567 | lard | Dietary high-fat lard intake induces significant thyroid dysfunction and abnormal morphology in rats, which can not be corrected by short-term dietary modification."
164,"3112298 | lard | The thermoxidized oil was prepared by heating sunflower oil at 110 degrees C for 48 h. The fresh oil consisted of a mixture of sunflower oil and lard (94:6, v/v) which had a fatty acid composition similar to the thermoxidized oil."
165,25263336 | lard | The aim of this study was to observe the effects of dietary high-fat lard intake on thyroid in rats.
166,"7666254 | lard | The high-fat lard diet significantly increased triglyceride levels in both the serum and thyroid, and decreased serum TT4 and FT4 levels in parallel with elevated serum TSH levels."
167,7666254 | lard | Ultrasonic imaging revealed enlarged thyroid glands with lowered echotexture and relatively heterogeneous features in the high-fat lard fed rats.
168,"7666254 | lard | The thyroid glands from the high-fat lard fed rats exhibited enlarged follicle cavities and flattened follicular epithelial cells under light microscopy, and dilated endoplasmic reticulum cisternae, twisted nuclei, fewer microvilli and secretory vesicles under transmission electron microscopy."
169,"7666254 | lard | Furthermore, the thyroid glands from the high-fat lard fed rats showed markedly low levels of thyroid hormone synthesis-related proteins TTF-1 and NIS."
170,7666254 | lard | Acute dietary modification by withdrawal of the high-fat lard diet for 6 weeks failed to ameliorate the high-fat lard diet-induced thyroid changes.
171,"14708087 | p-coumaric acid | The mean absolute and relative thyroid weights in caffeic, ferulic, or p-coumaric acid groups were significantly increased to 127 and 132%, 146 and 153%, or 189 and 201% compared to control value, respectively."
172,14708087 | p-coumaric acid | Histological examination of the thyroids of p-coumaric acid group revealed marked hypertrophy and/or hyperplasia of the follicles.
173,14708087 | p-coumaric acid | Thyroid lesions in p-coumaric acid group were associated with significant increases in cellular proliferation as indicated by [(3)H]thymidine incorporation.
174,"14708087 | p-coumaric acid | In addition, the goitrogenic effect of p-coumaric acid was further confirmed by significant decreases (50%) in serum tri-iodothyronine (T(3)) and thyroxine (T(4)), and a parallel increase (90%) in serum thyroid stimulating hormone (TSH) compared to control group."
175,"10709617 | 3-mercaptopyruvate | The effect of exogenous thyroxine (T4) administration on the activity of rhodanese, cystathionase, and 3-mercaptopyruvate sulfurtransferase (MPST) in the mitochondrial and cytosolic fractions of mouse liver was investigated."
176,"24273037 | turbot | The present study used laboratory exposures to examine estrogenic, androgenic, and thyroid-related endocrine responses in marine hornyhead turbot (Pleuronichthys verticalis) exposed to CECs from municipal effluents with 2 degrees of treatment."
177,"21717129 | acipenser | This study investigated the effects of different stocking densities on growth and serum concentrations of thyroid hormones and cortisol in Amur sturgeon, Acipenser schrenckii."
178,12433937 | malonyl-coa | Muscle content of malonyl-CoA was elevated in PTU-treated rats and depressed in thyroid hormone-treated rats.
179,"6860680 | malonyl-coa | The inhibitory effect of malonyl-CoA on carnitine-dependent fatty acid oxidation was preserved in all thyroid states, but decreased in hyperthyroid mitochondria."
180,"17651757 | cauliflower | Other plants with hypothyroid effects include pearl millet (Pennisetum glaucum) and fonio millet (Digitaria exilis); thiocyanate is found in Brassicae plants including cabbage, cauliflower, kale, rutabaga, and kohlrabi, as well as in tropical plants such as cassava, lima beans, linseed, bamboo shoots, and sweet potatoes."
181,"17110171 | micropogonias undulatus | Atlantic croaker (Micropogonias undulatus) were exposed to the polychlorinated biphenyl (PCB) mixture (Aroclor 1254) or one of three individual congeners (planar PCB 77 or ortho-substituted PCB 47 and PCB 153) in the diet for 30 days to investigate the effects of PCBs on circulating thyroid hormones, thyroxine (T4) and triiodothyronine (T3)."
182,"21287437 | lagenaria siceraria | In the present investigation, effects of periplogenin-3- O-D-glucopyranosyl (16)(14)-D-cymaropyranoside, isolated from the vegetable, LAGENARIA SICERARIA, in L-thyroxine (L-T)-induced hyperthyroidism and in related cardiovascular abnormalities have been revealed in Wistar albino rats."
183,"25904191 | trimethylamine | Both alpha-ketoglutarate and citrate were associated with aggressive disease risk (OR = 0.69, 95% CI = 0.51-0.94, p = 0.02; OR = 0.69, 95% CI = 0.50-0.95, p = 0.02), as were elevated thyroxine and trimethylamine oxide (OR = 1.65, 95% CI = 1.08-2.54, p = 0.021; and OR = 1.36, 95% CI = 1.02-1.81, p = 0.039)."
184,"7406625 | cyanocobalamin | The initial serum thyroxine (T4) level, 14.5 microgram/dL, rose to 29.2 microgram/dL, with no other therapy except cyanocobalamin injection and blood tranfusions."
185,"9004742 | cyanocobalamin | Computerized tomography (CT) of the brain, and thyroid hormone and cyanocobalamin (Cc) serum levels were studied for all patients, as was clinical course."
186,"23311729 | benzoic acid | Deiodination and oxidative side chain degradation were found to be the major degradation reactions, resulting in the formation of deiodinated thyroxines, as well as acetic acid, benzoic acid, formaldehyde, acetamide, hydroxyacetic acid, oxoacetic acid, hydroxyacetamide, or oxoacetamide derivatives of thyroxine or deiodinated thyroxine."
187,"2436910 | carbamoylphosphate | Glucocorticosteroid, thyroid hormones and cyclic AMP can induce the synthesis of carbamoylphosphate synthetase and phosphoenolpyruvate carboxykinase in cultures of hepatocytes as soon as these cells differentiate from the embryonic foregut."
188,6248135 | carbamoylphosphate | Administration of thyroid hormones causes a dose-dependent increase in carbamoylphosphate synthase (ammonia) and arginase activities in fetal rat liver but not in neonatal rat liver.
189,"28326749 | calcium lactate | Her condition remained stable under treatment with cortisone, fludrocortisone, levothyroxine, calcium lactate, precipitated calcium carbonate and alfacalcidol."
190,"23311729 | acetamide | Deiodination and oxidative side chain degradation were found to be the major degradation reactions, resulting in the formation of deiodinated thyroxines, as well as acetic acid, benzoic acid, formaldehyde, acetamide, hydroxyacetic acid, oxoacetic acid, hydroxyacetamide, or oxoacetamide derivatives of thyroxine or deiodinated thyroxine."
191,"23313076 | steller sea lion | Given the high energy demand and rapid growth during the postnatal period of Steller sea lion (Eumetopias jubatus) (SSL) pups, body condition was expected to be related to concentrations of a suite of hormones (cortisol, aldosterone, thyroxine, triiodothyronine, leptin) previously associated with changes in body mass and composition in developing pinnipeds."
192,"7237420 | chinook salmon | Coho salmon (Oncorhynchus kisutch) and chinook salmon (Oncorhynchus tshawytscha) from Lakes Ontario, Michigan, Erie, or Huron were found to suffer epizootics of thyroid hyperplasia and goiters which appeared to have an environmental etiology."
193,"23994290 | 5-hydroxyisourate | Transthyretin (TTR), an extracellular thyroid hormone (TH) binding protein, is thought to have evolved from an ancestral 5-hydroxyisourate hydrolase (HIUHase) by gene duplication at some stage of chordate evolution."
194,"16787778 | 5-hydroxyisourate | However, a homologous family of transthyretin-like proteins (TLPs) present in bacteria as well as eukaryotes do not bind thyroid hormones, instead they are postulated to perform a role in the purine degradation pathway and function as 5-hydroxyisourate hydrolases."
195,"21515285 | 5-hydroxyisourate | The former catalyzes the hydrolysis of 5-hydroxyisourate within the urate degradation pathway, and the latter is a carrier protein involved in the extracellular transport of thyroid hormones and in the cotransport of retinol."
196,"28242306 | 5-hydroxyisourate | Transthyretin (TTR) is a vertebrate-specific protein involved in thyroid hormone distribution in plasma, and its gene is thought to have emerged by gene duplication from the gene for the ancient TTR-related protein, 5-hydroxyisourate hydrolase, at some early stage of chordate evolution."
197,"15519414 | phytosterol | The effects of phytosterols (PS) on the plasma thyroid hormone (T(3) and T(4)), testosterone, leptin-immunoreactive peptide and tissue glycogen concentrations were determined."
198,"23182355 | phytosterol | Accordingly, the present study was conducted to evaluate the effect of supplementation of probiotics and phytosterols alone or in combination on serum and hepatic lipid profiles and thyroid hormones of hypercholesterolemic rats."
199,14692727 | allium | The combined effects of Trigonella foenum-graecum and Allium sativum extracts were evaluated for their ameliorative potential in the L-thyroxine-induced hyperthyroidic rat model to contribute to an understanding of interaction between the two extracts.
200,"23455213 | allium | Present study was aimed to examine the effects of Persian shallot (Allium hirtifolium Boiss) on FBS, HbA1c, insulin, triiodothyronine (T3) and thyroxine (T4) levels in type 1 diabetic rats."
201,12672166 | allium | Extracts of Trigonella foenum-graecum (TFG) seed and Allium sativum (AS) bulb were evaluated for their efficacy to ameliorate l-thyroxine (l-T4) induced hyperglycaemia in rats.
202,"16039105 | prostaglandin e-2 | In this study, we investigated thyroid hormones, thyroid stimulating hormone (TSH), prostaglandin D(2) (PGD(2)) and prostaglandin E(2) (PGE(2)) levels in rapid-eye-movement (REM) sleep-deprived rats compared with controls."
203,"26194221 | l-carnosine | The present study was conducted to determine the effects of L-carnosine (LC) and/or alpha-lipoic acid (ALA) supplementation on growth performance, blood thyroid hormones and lipid profiles in finishing pigs."
204,"16341547 | hippoglossus hippoglossus | In order to obtain data on the functional development of two major endocrine glands, the pituitary and the thyroid, during flatfish metamorphosis, histology, immunohistochemistry and in situ hybridization techniques were applied on larvae of the Atlantic halibut (Hippoglossus hippoglossus), a large, marine flatfish species, from hatching through metamorphosis."
205,"489534 | glycolipids | The cells grown in the presence of hypothyroid calf serum which contained very low levels of thyroid hormones (T4 (thyroxine), 1.2 microgram/ml; T3, less than 25 ng/100 ml) compared to normal serum (T4, 5.8 microgram/ml; T3, 110 ng/100 ml) showed a diminished synthesis of myelin-associated glycolipids."
206,4356193 | kynurenine | The interrelationship between pyridoxal phosphate and gonadotropin and thyroxine in their effects on kynurenine metabolism was studied in the whole liver homogenates from male mice.
207,"4356193 | kynurenine | It was found that gonadotropin (from serum of pregnant mares) inhibits both enzymes, whereas thyroxine inhibits the kynurenine aminotransaminase enzymes only."
208,"22191631 | m. charantia | Effects of M. charantia like transport of glucose in the cells, transport of fatty acids in the mitochondria, modulation of insulin secretion, and elevation of levels of uncoupling proteins in adipose and skeletal muscles are similar to those of AMPK and thyroxine."
209,22191631 | m. charantia | Therefore it is proposed that effects of M. charantia on carbohydrate and fat metabolism are through thyroxine and AMPK.
210,"6710932 | hydrogen sulfide | The thyroxin toxicosis was shown to alter also the body and tissue sensitivity to the injuring effect of hydrogen sulfide, maximal manifestation of which was observed at the periods of thyrotoxic crisis."
211,"8812401 | ostrich | Thyroid hormones are of interest in ostriches because, in common with other ratites, ostriches are believed to have evolved through neoteny, a process which, in amphibia, is related to thyroid function."
212,"8812401 | ostrich | Farmed ostriches show marked differences in growth rates, a problem which also could be related to abnormal thyroid function."
213,"8812401 | ostrich | In adult farmed ostriches (more than 3 years old), mean plasma thyroxine concentration was 1.8 nmol middle dot liter-1 (range 0.2 to 6.5 nmol middle dot liter-1)."
214,"8812401 | ostrich | However, the low means and wide range of values do suggest that thyroid function in the ostrich is abnormal compared to other birds."
215,7322997 | ostrich | This bioassay can be used to demonstrate that thyrotropin purified from ostrich pituitaries is distinct from gonadotropin and active in an avian species.
216,"11720129 | ostrich | It has been suggested that an absence of GH and thyroid hormones in ostriches is the cause of their neoteny, a phenomenon in which juvenile characteristics are retained into adulthood."
217,12959953 | capsiate | This dose of capsiate did not change serum triiodothyronine or thyroxine levels.
218,"12959953 | capsiate | These results suggest that UCP1 and UCP2 may contribute to the promotion of energy metabolism by capsiate, but that thyroid hormones do not."
219,"26374392 | cinnamon | However, no data exist on the impact of cinnamon intake on thyroid hormone serum concentrations and action, since thyroid hormones (THs) play a major role in metabolism."
220,"15869194 | raccoon | Therefore, we monitored resident raccoons for exposure to perchlorate by examining plasma perchlorate and thyroid hormone concentrations."
221,"15869194 | raccoon | There were no correlations between triiodothyronine or thyroxine and thyroid stimulating hormone concentrations, but triiodothyronine concentrations in raccoon plasma were significantly higher in 2000 than in 2001 (p = 0.0081)."
222,"2887397 | raccoon | The levels of thyroid hormones (T3, T4), total lipids and urea in blood serum of adult farmed raccoon dogs (Nyctereutes procyonoides Gray 1834) were monitored year-round, and compared with seasonal changes in body weight and feed consumption during intense, maintenance and restricted fasting feeding."
223,11169498 | raccoon | Plasma leptin and thyroxin concentrations of eleven raccoon dogs and eleven blue foxes were monitored for 6 months.
224,"1619186 | garlic | Consumption of garlic resulted in increased epididymal fat pad and pancrease sizes, and higher hematocrits, insulin and thyroxine concentrations."
225,6517887 | garlic | Garlic treatment did not alter the concentrations of circulating thyroid hormones and thyroidal uptake of radioiodine.
226,6517887 | garlic | The results indicate that the hypolipidemic effect of garlic is probably not mediated through the thyroid.
227,"80990 | 5-hydroxytryptophol | Treatment of rats with pineal indolic compounds 5-methoxytryptophol, 5-hydroxytryptophol and serotonin brought about a significant increase in serum thyroxine levels, while serotonin and melatonin caused an increase in thyroid cAMP content with corresponding decrease in the gland's hormones."
228,"7782725 | robusta coffee | In order to identify the diterpene responsible, we analysed the diterpene composition of oils from Arabica (Coffea arabica) and Robusta (Coffea canephora robusta) beans and their effects on serum lipids and thyroid function."
229,"9786309 | bupropion | A 60-year-old woman reported horizontal ""shimmering"" movement while reading crossword puzzles when using fluvoxamine, bupropion, quetiapine, lithium, and levothyroxine."
230,"15655898 | bupropion | A 28-year-old female patient with a history of depression was admitted to emergency department an hour after ingestion of bupropion, quetiapine, and levothyroxine in high doses to commit suicide."
231,"26865668 | benzophenone | Urinary exposure biomarkers (bisphenol A, triclosan, benzophenone-3, 2,4-dichlorophenol, 2,5-dichlorophenol, butyl, methyl and propyl paraben) and serum hormone levels (estradiol, progesterone, sex hormone-binding globulin (SHBG), free triiodothyronine (FT3), free thyroxine (FT4) and thyroid stimulating hormone) were measured at up to two time points during pregnancy (16-20 weeks and 24-28 weeks)."
232,11110384 | calcium oxalate | Clinical hypothyroidism within the framework of PH1/oxalosis was probably caused by thyroid tissue damage from an abundance of calcium oxalate.
233,"24226149 | oncorhynchus keta | Blood plasma thyroxine (T4) and 3,5,3'-triiodo-L-thyronine (T3) concentrations in developing embryos of chum (Oncorhynchus keta), coho (Oncorhynchus kisutch), chinook (Oncorhynchus tschawytscha), and Atlantic salmon (Salmo salar) were measured by radioimmunoassay between hatching and completion of yolk-sac absorption."
234,"24221787 | oncorhynchus keta | In order to examine the role of thyroid hormones during salmonid development, techniques were developed for quantitative extraction of thyroxine from eggs, whole embryos, and alevins of chum salmon (Oncorhynchus keta) at various stages of development."
235,8729937 | oncorhynchus keta | Changes in gonadal and plasma concentrations of thyroid hormones were examined at various stages of maturation in chum salmon (Oncorhynchus keta) caught in the Bering Sea and the Bay of Alaska.
236,1563618 | oncorhynchus keta | The changes in tissue and blood concentrations of thyroxine (T4) and triiodothyronine (T3) were examined during development of the chum salmon (Oncorhynchus keta).
237,11190137 | oncorhynchus keta | Changes in concentration of thyrotropin-releasing hormone (TRH) in various regions of the brain of female and male chum salmon Oncorhynchus keta during their spawning migration toward the home stream were examined to determine the physiological role of TRH.
238,"3557098 | oncorhynchus keta | Changes in serum concentrations of various steroid hormones (estradiol-17 beta, androgens, 17 alpha,20 beta-dihydroxy-4-pregnen-3-one (17 alpha,20 beta-diOHprog], thyroxine, and vitellogenin during the spawning migration (from the coastal sea to the spawning ground) of male and female chum salmon (Oncorhynchus keta) were investigated."
239,"18486124 | octopamine | Their effect appears to be mediated by a subtype of trace amine-associated receptor which is characterized by the rank of potency: 3-iodothyronamine > thyronamine = octopamine = beta-phenylethylamine, while tryptamine and p-tyramine are significantly less active."
240,12164280 | olea europaea | The effect of an aqueous extract of olive (Olea europaea) leaf on the thyroid activity was studied.
241,"16924836 | radish | The effect of chronic feeding of fresh and cooked radish, R. sativus under varying state of iodine intake on morphological and functional status of thyroid in albino rats was evaluated by thyroid gland morphology and histology, thyroid peroxidase activity, serum triiodothyronine, thyroxine and thyrotropin levels."
242,"16924836 | radish | After chronic radish feeding, increased weight of thyroid gland, decreased thyroid peroxidase activity, reduced thyroid hormone profiles and elevated level of thyrotropin were observed resembling a relative state of hypoactive thyroid gland in comparison to control even after supplementation of adequate iodine."
243,"22127959 | allyl alcohol | Two independent laboratories evaluated specificity using allyl alcohol (AA), a putative negative control, and DE-71 (technical grade pentabromodiphenyl ether) for comparison with previous pubertal assays that demonstrated thyroid effects."
244,17402590 | sodium nitrite | The function of kidneys and the state of renal transport of endogenous nitrites and nitrates were studied depending on the duration of thyroxin administration alone and in combination with an unspecific inhibitor of NO-synthases (Nomega-NLA) or sodium nitrite.
245,"14517767 | p. nigrum | It appears that the action of P. nigrum on thyroid functions is mediated through its active alkaloid, piperine."
246,"10358072 | leukotriene-c4 | It transports conjugated steroids (dehydroepiandrosterone sulfate, estradiol-17beta-glucuronide, and estrone-3-sulfate), eicosanoids (prostaglandin E2, thromboxane B2, leukotriene C4, leukotriene E4), and thyroid hormones (thyroxine, Km = 3.0 microM and triiodothyronine, Km = 2.7 microM), reflecting hepatic multispecificity."
247,"8787725 | leukotriene-c4 | To date, SPIE-IA have been successfully applied to the determination of haptens bearing primary amino groups, including substance P, thyroxine, leukotriene C4, endothelin, and angiotensin II."
248,"20561943 | catechin | Taken together, these results suggest that catechin present in green tea extract might behave as antithyroid agent and possibly the consumption of green tea at high dose could alter thyroid function adversely."
249,"23117228 | catechin | However, flavonoids have antithyroid/goitrogenic effect, although less information is available about the effect of pure catechin on thyroid physiology."
250,23117228 | catechin | The present investigation has been undertaken to explore the effect of catechin administration on thyroid physiology in rat model.
251,"23117228 | catechin | Catechin decreased the activities of thyroid peroxidase and thyroidal 5'-deiodinase I, while Na(+), K(+)-ATPase activity significantly increased in dose-dependent manner; substantial decrease in serum T3 and T4 levels coupled with significant elevation of serum TSH were also noted."
252,"23117228 | catechin | In in vitro study, short-term exposure of rat thyroid tissue to catechin at the concentrations of 0.10, 0.20, and 0.30 mg/ml leads to decrease in the activities of thyroid peroxidase and 5'-deiodinase I, while the activity of thyroidal Na(+), K(+)-ATPase remains unaltered even at high concentration of catechin treatment."
253,20882757 | catechin | The present study was designed to evaluate the free radical generation in the testis and liver and also to determine the testicular and hepatic antioxidant enzyme activities with and without catechin administration in thyroxine induced male Sprague-Dawley rats.
254,20882757 | catechin | Another group (CAT-T4) was administered with L-thyroxine (T4) in the dose as mentioned and catechin (100 mg/kg of body weight/day) simultaneously.
255,"20882757 | catechin | Lipid peroxidation level (LPO) increased in L-thyroxine treated rats as compared to control, while LPO level was almost normal in L-thyroxine (T4) and catechin (CAT-T4) treated group."
256,"20882757 | catechin | Superoxide dismutase (SOD) and catalase activities were increased in L-thyroxine (T4) treated rats as compared to control, where as there were almost at normal level in L-thyroxine (T4) and catechin (CAT-T4) treated groups."
257,"20882757 | catechin | The results show that, thyroxine administration develops oxidative stress; the organism defends it against the effects of oxidative stress by increasing SOD and catalase activities as a protective mechanism and catechin, being an antioxidant, normalizes lipid peroxidation in testis and liver including SOD and catalase activities."
258,"22708969 | phosphoglucomutase | A significant increase was observed in total leukocytes in nasal fluid, serum glucose, thyroxine, dyslipidemia and activity of -amylase, pancreatic lipid peroxidation, serum and pancreatic nitrite with a concomitant reduction in serum calcium, triiodothyronine, hepatic glycogen and activity of phosphoglucomutase."
259,"423124 | 2-propanol | The procedure for thyroxine and liothyronine involves hydrolysis of the sample with barium hydroxide and isolation and separation of the iodoamino acids using ion exchangers, followed by differential pulse polarographic determination in a supporting electrolyte composed of 0.5 N Na2CO3 in 20% 2-propanol containing 1% tetrabutylammonium bromide."
260,"16813999 | dicoumarol | By measuring induced CD (ICD) spectra, high-affinity binding (K(a) approximately 10(5)-10(6) M(-1)) of several drugs, dyes and natural compounds to cAGP was demonstrated including antimalarial agents (quinacrine, primaquine), phenotiazines (chlorpromazine, methylene blue), propranolol, non-steroidal antiinflammatory drugs (ketoprofen, diclofenac), tamoxifen, diazepam, tacrine, dicoumarol, cationic dyes (auramine O, thioflavine T, ethidium bromide), benzo[a]pyrene, L-thyroxine, bile pigments (bilirubin, biliverdin), alkaloids (piperine, aristolochic acid), saturated and unsaturated fatty acids."
261,"2744716 | l-threonine | The effects of adrenal cortical hormone and thyroxine on brain glutamic acid, gamma-amino butyric acid (GABA) and glutamine were studied in rats fed on the amino acid imbalanced diet (8% casein diet supplemented with 0.3% L-threonine)."
262,"1173052 | hypoxanthine | Erythrocytes are hemolyzed by myeloperoxidase, an H2O2-generating system (glucose + glucose oxidase; hypoxanthine + xanthine oxidase) and an oxidizable cofactor (chloride, iodide, thyroxine, triiodothyronine)."
263,"3658952 | hypoxanthine | A decrease in the content of deoxyguanosine, thymine, hypoxanthine, cytosine, thymidine and an increase in the content of inosine, adenine and adenosine in the liver of animals with hypothyrosis were shown."
264,"3658952 | hypoxanthine | In the brain of these rabbits the level of cytidine was lowered, and the levels of deoxyguanosine, thymine, inosine, hypoxanthine, adenine and uracil were on an increase."
265,"3658952 | hypoxanthine | An increase in the levels of deoxyguanosine, thymine, adenine, thymidine and a decrease in the levels of cytidine, hypoxanthine, cytosine, adenine and uracil in the liver were noted in hyperthyrosis."
266,"3658952 | hypoxanthine | In the brain of rabbits with hyperthyrosis an increase in the levels of deoxyguanosine, cytidine, inosine and adenine was combined with a decrease in the levels of thymine and hypoxanthine."
267,"8504925 | snapper | Binding affinities (Ka) for thyroxine (T4) by blood plasma and purified plasma proteins from two turtles, the slider (Trachemys scripta) and snapper (Chelydra serpentina), were compared with those of a human using equilibrium dialysis."
268,"10198316 | zn2+ | Thyroid hormone status influences the Zn2+ and metallothionein levels in intestine, liver, and kidney."
269,"10198316 | zn2+ | To evaluate the impact of thyroid hormones on Zn2+ metabolism, Zn2+ uptake studies were carried out in intestinal and renal brush-border membrane vesicles (BBMV)."
270,10198316 | zn2+ | These findings suggest that the increased rate of Zn2+ transport in response to thyroid hormone status could be associated with either an increase in the number of Zn2+ transporters or an increase in the active transporters due to alteration in the membrane fluidity.
271,10198316 | zn2+ | Thus the thyroid hormone-mediated change in membrane fluidity might play an important role in modulating Zn2+ transport activity of intestinal and renal BBM.
272,"8401411 | zn2+ | The binding of thyroxine (T4) to bovine serum albumin (BSA) has been studied in the presence and absence of Ca2+, Cu2+ and Zn2+ ions at various pH's in 0.1 M Tris-acetate buffer at 25 degrees C using the fluorescence method."
273,7074933 | styrene | Chronic exposure to styrene is not associated with an increase in nodular or autoimmune thyroid diseases.
274,"7074933 | styrene | However, styrene could interfere with peripheral metabolism of thyroid hormones by inhibiting T(4) to T(3) conversion."
275,18816178 | styrene | The aim of this study was to evaluate the effects of styrene on the thyroid axis in occupationally exposed workers.
