,0
144,"11790001 | avena sativa | A pot experiment with wheat (Triticum aestivum L.), oat (Avena sativa L.), and redbeet (Beta vulgaris L.) was conducted to test the ability of limestone and hydrous ferric oxide (HFO) to ameliorate Ni phytotoxicity in two soils contaminated by particulate emissions from a nickel refinery."
145,"21798598 | esterase | Soil enzymatic activities of leucine aminopeptidase, cellulase, N-acetyl--glucosaminidase, arylsulfatase, -glucosidase, acetate esterase, butyric esterase, and acid phosphatase were determined."
146,6329384 | n-acetylneuraminic acid | Secretion of free N-acetylneuraminic acid and N-acetylneuraminic acid bound to glycoproteins did not change after H2-blocker administration indicating an unimpaired mucus secretion.
147,16515824 | hordeum vulgare | A laboratory batch experiment using 15 potential amendments was used to select 5 amendments to treat contaminated soil in a pot study using two Barley (Hordeum vulgare L.) cultivars that differed in their ability to accumulate cadmium.
148,"26835241 | daucus carota | The objective of the present investigation was to unravel the therapeutic potential of 50% ethanol extract from Daucus carota roots (EDC) on antisecretory, gastroprotective, and invitro antacid capacity using experimental rats."
149,"11321542 | d-glucose | Microautoradiographic detection of 14CO2 fixation and 3H organic matter (D-glucose and an amino acid mixture) utilization by photosynthetically active cyanobacteria and microheterotrophs, combined with community-level uptake experiments, indicate that bacteria, rather than cyanobacteria are the dominant sites of CaCO3 deposition."
150,"239592 | chocolate | When GER was detected the authors recommended conservative treatment: postural position, restricted fluid intake before going to bed, elimination of cocoa and chocolate, antacids."
151,"423116 | propylene glycol | Amino acids methionine and histidine, which are soluble in propylene glycol, were investigated for their purported beneficial effects on aspirin-induced gastric mucosal damage in the rat."
152,"423116 | propylene glycol | The pathognomonic changes observed microscopically in the fundic region of the stomach of animals administered daily doses (100 mg/kg), for up to 15 days, of aspirin solutions (0.36 M) in propylene glycol incorporated with the amino acids were compared with those of animals given equivalent quantities of aspirin in an aqueous suspension combined with an aluminum hydroxide antacid."
153,8415858 | hydrogen carbonate | The dissolution of erythromycin was found to be markedly retarded in the presence of all the antacids studied except sodium hydrogen carbonate.
154,"981301 | hydrogen carbonate | Sodium hydrogen carbonate solution gave, in general, a higher eluting power than hydrochloric acid solution."
155,"12541553 | anthracene | The separations of phenanthrene and anthracene, and terphenyl isomers were investigated on the new stationary phase and the Zorbax ODS, respectively."
156,"9819666 | anthracene | We show that anthracene, fluoranthene and benzo(a)pyrene in DEP have the ability to enhance anti-JCPA IgE antibody production in mice by intranasal immunization."
157,"9819666 | anthracene | Mice were also grouped, and immunized with JCPA (10 micrograms) plus 40 micrograms of anthracene, JCPA (10 micrograms) plus 400 micrograms of fluoranthene, JCPA (10 micrograms) plus 40 micrograms of benzo(a)pyrene, and JCPA (10 micrograms) plus 400 micrograms of pyrene and JCPA (10 micrograms) alone."
158,"9819666 | anthracene | In addition, when the intraperitoneal macrophages obtained from the normal mice (unimmunized mice) were incubated with pyrene, anthracene, fluoranthene or benzo(a)pyrene in vitro, an enhanced chemiluminescence (CI) response and interleukin-1 alpha (IL-1 alpha) production of the macrophages was observed in each instance."
159,"22614027 | anthracene | In this paper, we addressed the issue of using hydrotalcite-based nanocomposites as adsorbents of six low molecular weight PAHs (acenaphthene, fluorene, phenanthrene, anthracene, fluoranthene and pyrene) to reduce their negative effects on the environment."
160,"25793599 | isoliquiritigenin | The correlation results between quantified fingerprints and quantitative determination of 5 marker compounds, including glycyrrhizic acid (GLY), liquiritin (LQ), isoliquiritigenin (ILG), isoliquiritin (ILQ) and isoliquiritin apioside (ILA), indicated that multi-component quantification could be replaced by quantified fingerprints."
161,"23962634 | salad | Besides eating chicken, using antacids, and having chronic enteropathies, we identified eating vegetable salad outside Europe, drinking bottled water in high-risk destinations, and handling/eating undercooked pork as possible risk factors for travel-related campylobacteriosis."
162,"17462599 | glyoxylic acid | The structure of CMAP was determined by chemical analysis and NMR spectroscopy including COSY, TOCSY, HMQC, and HMBC to be a polysaccharide composed of the following unit: -->4) l-iduronic acid (alpha1-->2) meso-tartaric acid (3-->1) glyoxylic acid (1-->."
163,"8402322 | xylitol | Educating bulimic patients about fluoride application, the use of brushing techniques, antacids, cheese, xylitol chewing gum and the possible use of mouth guards may minimise the effect of acids."
164,"15691943 | l-phenylalanine | strain BI grew with several other aromatic acids as carbon sources: benzoate, 3-hydroxybenzoate, 4-hydroxybenzoate, gentisate, d-mandelate, l-phenylalanine, l-tyrosine, phenylacetate, 3-hydroxyphenylacetate, 4-hydroxyphenylacetate, and phenylpropionate."
165,"25310996 | l-phenylalanine | Eight bismuth(III) complexes derived from a variety of -amino acids covering a range of physico-chemical properties (L-phenylalanine (Phe), L-proline (Pro), L-methionine (Met), L-cysteine (Cys), D,L-serine (Ser), L-tyrosine (Tyr), l-aspartic acid (Asp) and L-glutamic acid (Glu)) have been synthesised, characterised, and evaluated for their activity against Helicobacter pylori."
166,"6694070 | 4-hydroxybenzoic acid | An isothermal chromatographic (GC) method employing an SE-30 column and flame-ionization detection has been developed for the simultaneous assay of methyl, ethyl, propyl, and butyl 4-hydroxybenzoates and 4-hydroxybenzoic acid in liquid antacid formulations."
167,"24066235 | fruits | The fruit of Phyllanthus emblica as a beneficial remedy for PU in TIM has been demonstrated to have antioxidant, wound healing, angiogenic, anti-H. pylori, cytoprotective, antisecretory, and anti-inflammatory properties."
168,"24066235 | fruits | The fruit of Vitis vinifera has been found to be anti-H. pylori, anti-inflammatory, wound healing, angiogenic, cytoprotective, and antioxidant."
169,"24066235 | fruits | The fruit and aril of seed from Myristica fragrans exert their beneficial effects in PU by increasing prostaglandin, modulation of nitric oxide and inflammatory mediators, wound healing, antisecretory, antacid, antioxidant, and anti-H. pylori activities, and improving angiogenesis."
170,"21337839 | fruits | It is well known that predisposing factors of phytobezoar formation are ingestion of fruits containing soluble tannin, presence of dilute hydrochloric acid in the stomach, and gastric stasis or delayed emptying."
171,27770929 | aflatoxin b1 | This immunosensor was fabricated by immobilization of anti-aflatoxin monoclonal antibodies (Ab-AFB1) and bovine serum albumin (BSA) for aflatoxin B1 detection.
172,25224559 | rainbow trout | A positive control that received a low dose of unspecific IgY antibodies by intraperitoneal injection (0.0076 mg IgY g BW(-1) d(-1); BW=body mass) was compared with an oral administration of 75 and 150 fold in rainbow trout (corresponding to 0.57 and 1.14 mg g BW(-1)) and in carp (0.57 mg g BW(-1)).
173,"3996704 | rainbow trout | Rainbow trout held in net pens for 4 weeks in three locations contaminated by heavy metals developed elevated levels of hepatic metallothionein but no acclimation to a combination of zinc, copper and cadmium."
174,"22614027 | fluorene | In this paper, we addressed the issue of using hydrotalcite-based nanocomposites as adsorbents of six low molecular weight PAHs (acenaphthene, fluorene, phenanthrene, anthracene, fluoranthene and pyrene) to reduce their negative effects on the environment."
175,22840873 | laurate | Films of laurate (La) anion-intercalated zinc-aluminum layered double hydroxides (ZnAl-La-LDHs) with hollow hemispherical protrusions on the surface of the hybrid film have been conveniently prepared by an ion-exchange reaction of a nitrate-containing LDH film previously grown in situ on a porous anodic alumina/aluminum (PAO/Al) substrate.
176,"8722507 | capsaicin | Topical application of antacids for capsaicin-induced pain is effective, particularly in early treatment of exposure to refined capsaicin."
177,"10102333 | capsaicin | The study aimed to assess the effects of topical antacids for treatment of capsaicin-induced dermal pain after exposure to capsaicin containing hot peppers, personal protection sprays, or topical creams."
178,16619191 | rhenium | Antibodies to HIV-1 envelope glycoproteins gp120 and gp41 labeled with radioisotopes bismuth 213 ((213)Bi) and rhenium 188 ((188)Re) selectively killed chronically HIV-1-infected human T cells and acutely HIV-1-infected human peripheral blood mononuclear cells (hPBMCs) in vitro.
179,"3998237 | sunflower | Milk fat from cows fed sunflower seed rations contained less carbon-14:0, 16:0, and 16:1 fatty acids but more carbon-18:0."
180,3998237 | sunflower | Insoluble salts of fatty acids were increased in ruminal fluid dry matter from cows fed sunflower seeds but were not increased further by additional limestone.
181,3998237 | sunflower | Concentrations of nonesterified carbon-18:1 fatty acids in ruminal fluid dry matter were lower for cows fed sunflower seeds with additional limestone.
182,"19932190 | squid | To clarify these questions, we applied 2D gel electrophoresis and amino acid analysis to soluble shell organic matrices from nacre shell, non-nacre aragonitic shell and non-calcified squid shells."
183,"11532571 | glycolate | In this way, the inclusion of a disintegrant (sodium starch glycolate) not only increased the dissolution rate of ketoconazole in the tablets, as expected, but it also modified the degree in which the dissolution rate was decreased in the presence of antacids."
184,"23831490 | chlorogenic acid | It was observed that zirconium silicate exhibited maximum recovery and selectivity for tetragalloylquinic acid (84%), chlorogenic acid (82%) and dicaffeoylquinic acid (94%) among all the tested sorbents."
185,"20854428 | honey | Statistical significance was noted for seven risk factors: taking antacids before gastroenteritis (OR = 3.91; 95% CI, 2.13, 7.15), other household members with gastroenteritis (OR = 5.18; 95% CI, 2.09, 12.85), attending a banquet (OR = 1.93; 95% CI, 1.25, 2.98), eating out (OR = 2.35; 95% CI, 1.30, 4.23), drinking bottled water (OR = 1.72; 95% CI, 1.07, 2.75), eating honey peaches (OR = 3.26; 95% CI, 1.24, 8.58), and eating raw oysters (OR = 3.24; 95% CI, 1.02, 10.28)."
186,"18363737 | diacylglycerol | We observed co-localization of fatty acids and diacylglycerol, which may indicate lipid-storing parts of the skeletal muscle."
187,"12720372 | phaseolus vulgaris | Phaseolus vulgaris L. accumulates Al in the shoots (internal tolerance mechanism), while P. lunatus L. prevents Al uptake by releasing organic acids (exclusion mechanism) into the growth media."
188,"1173103 | inulin | In three patients with advanced renal disease (inulin clearance, 4.6 to 9.1 ml/min) and systemic manifestations of secondary hyperparathyroidism, concentrations of serum calcium and phosphorus were maintained within our normal limits (9 and 3.5 mg/100 ml, respectively) with phosphate-binding antacids and orally given calcium carbonate."
189,"26143232 | curcumin | The quantity of curcumin released from hollow nanocapsules was found to increase under acidic environments, which is a desirable for anti-cancer drug delivery."
190,"11917287 | melatonin | These include the use of conformal radiotherapy treatment planning techniques, amifostine (Ethyol, WR-2721), gene therapy via intratumoral injection of manganese superoxide dismutase-plasmid/liposome, glutamine, melatonin, omega-3-polyunsaturated fatty acids, transforming growth factor, flavonoid compounds, probucol, and keratinizing growth factor."
191,"2619883 | squirrel | Using the porcine zona pellucida Mr = 55,000 (ZP3) glycoprotein as immunogen, the effect of varying ZP3 dosages (50 micrograms, 25 micrograms, 5 micrograms) or adjuvants (200 micrograms ZP3 with either Freund's, A1[OH]3, or a muramyl dipeptide analog [MDP] on antibody response was evaluated in female squirrel monkeys."
192,"6145539 | lemon | Although the regular strengths of Mylanta Lemon Twist and Mylanta Cherry Crme were the most palatable, the extra strength versions of these products have twice the acid neutralizing capability and thus, half the volume is required for each dose."
193,"3948402 | lemon | Mylanta Lemon Twist and Mylanta Cherry Crme were the most palatable antacids; however, overall the palatability of all the antacids was poor."
194,"21271424 | marine mussel | The marine mussel Mytilus galloprovincialis lives attached to the surface of hard substrata, where its exposure and relative immobility allow it to record changes in ambient seawater."
195,"3517070 | tetradecanoic acid | It has unique cellular fatty acids, predominantly tetradecanoic acid and cis-11, 12 methylene octadecanoic acid."
196,"10819205 | chinese cabbage | The effects of chemical amendments (calcium carbonate (CC), steel sludge (SS) and furnace slag (FS)) on the growth and uptake of cadmium (Cd) by wetland rice, Chinese cabbage and wheat grown in a red soil contaminated with Cd were investigated using a pot experiment."
197,"24066235 | vitis | The fruit of Vitis vinifera has been found to be anti-H. pylori, anti-inflammatory, wound healing, angiogenic, cytoprotective, and antioxidant."
198,"27464022 | catfish | In this study, we investigated the efficacy of several adjuvants in the production of anti-bovine serum albumin (BSA) antibodies in silver catfish."
199,"27464022 | catfish | Two hundred and seventy juvenile silver catfish (60-80 g) of both sexes were intraperitoneally vaccinated with BSA (200 g/fish) alone or mixed to the following adjuvants: Freund's complete adjuvant (FCA), Freund's incomplete adjuvant (FIA), aluminum hydroxide (AlOH), Montanide, four types of cytosine-phosphate-guanine (CpG) oligodeoxynucleotides (ODNs) and three concentrations of -glucan, and the immune enhancing property was evaluated by measuring anti-BSA antibodies in blood samples at biweekly intervals."
200,"25310996 | l-proline | Eight bismuth(III) complexes derived from a variety of -amino acids covering a range of physico-chemical properties (L-phenylalanine (Phe), L-proline (Pro), L-methionine (Met), L-cysteine (Cys), D,L-serine (Ser), L-tyrosine (Tyr), l-aspartic acid (Asp) and L-glutamic acid (Glu)) have been synthesised, characterised, and evaluated for their activity against Helicobacter pylori."
201,2323524 | cholate | The addition of cholate (25-200 mM) or polysorbate (1%-10%) to ethylenediaminetetraacetic acid 1% at pH 9.5 enhanced pigment dissolution compared to ethylenediaminetetraacetic acid alone.
202,"21889174 | chicory roots | Oxidative damage evaluated by lipid peroxidation increase measured by (i) malondialdehyde (MDA) production and (ii) the antioxidant enzyme peroxidase (POD) activities, was highlighted in chicory roots grown in the presence of CaCO(3)."
203,"24066235 | myristica fragrans | The fruit and aril of seed from Myristica fragrans exert their beneficial effects in PU by increasing prostaglandin, modulation of nitric oxide and inflammatory mediators, wound healing, antisecretory, antacid, antioxidant, and anti-H. pylori activities, and improving angiogenesis."
204,"20623611 | fenugreek | Moreover, the fenugreek fiber effects were generally similar to the results produced by an OTC antacid medication (ranitidine at 75mg, twice a day)."
205,"24610609 | papaya | Levothyroxine absorption can indeed be impaired by age, patient's compliance, fasting, the intake of certain foods (such as dietary fibers, grapes, soybeans, papaya and coffee) or by some drugs (such as proton-pump inhibitors, antacids, sucralfate, et cetera)."
206,24835954 | mustard | The enhancement of Japanese mustard spinach growth and the increased in plant uptake of phosphates following acid washing were observed.
207,"19145059 | mustard | An attempt was made to study the bleaching ability of some alternative adsorbents like rice husk ash (HC), acid activated rice husk ash (AC), rice husk silica (S), and Al(OH)(3) gel to replace commercial Acid Activated Clay (AAC, like Tonsil Earth: TE) for bleaching of mustard oil."
208,"18674856 | phthalic acid | All five N-de-ethylated intermediates were monitored by LC/MS/MS easily, and seven organic acids such as succinic acid, benzoic acid, adipic acid, 3-hydroxybenzoic acid, phthalic acid, etc., were also detected by GC/MS."
209,"18054427 | phthalic acid | PTA production generates wastewaters with toxicants p-xylene [1,4-dimethyl-benzene (C8H10)], a major raw material used in the production process, along with some of the intermediates, viz., p-toluic acid, benzoic acid, 4-carboxybenzaldehyde, phthalic acid and terephthalic acid."
210,22345137 | arabinose | Strain MBRL 353(T) contained meso-diaminopimelic acid as the diagnostic diamino acid and galactose and arabinose in the cell wall.
211,"10819205 | cabbage | The effects of chemical amendments (calcium carbonate (CC), steel sludge (SS) and furnace slag (FS)) on the growth and uptake of cadmium (Cd) by wetland rice, Chinese cabbage and wheat grown in a red soil contaminated with Cd were investigated using a pot experiment."
212,"11601708 | cabbage | The decrease in the L-ascorbic acid content of shredded cabbage was approximately 20 to 30% for scallop-shell powder treatment at 0.1 and 0.5 g dm(-3) (20 degrees C), which is almost identical to that by sodium hypochlorite treatment at 200 micorg dm(-3)."
213,"21247106 | d-glutamic acid | In addition to attacking MC-LR at the typically susceptible sites (i.e., the conjugated double bond of the Adda chain and terminal unsaturated bond of the Mdha chain), the BiOBr photocatalyst has the remarkable ability to decarboxylate the free acid groups on d-glutamic acid (Glu) and methyl-d-aspartic acid (MeAsp)."
214,"3587329 | butter | Studies have been made on the bioavailability in blood of sodium cyantate administered orally in gelatin capsules, in gelatin capsules plus antacid, in enteric-coated capsules and in cocoa butter suppositories administered rectally to patients with sickle cell disease."
215,"1185602 | cocoa butter | Studies have been made on the bioavailability in blood of sodium cyantate administered orally in gelatin capsules, in gelatin capsules plus antacid, in enteric-coated capsules and in cocoa butter suppositories administered rectally to patients with sickle cell disease."
216,"7832578 | saturated fatty acids | At the end of the week 72-hour feces was collected, and total fat, neutral fat, fatty acids and the ratio of polyunsaturated and saturated fatty acids (P/S ratio) were measured."
217,18701000 | saturated fatty acids | An increase in forage from pasture increased the concentration of conjugated linoleic acids and decreased the concentration of saturated fatty acids in milk.
218,"25218304 | saturated fatty acids | The cellular fatty acids identified were mainly saturated fatty acids: anteiso-C15:0, iso-C16:0 and iso-C15:0."
219,"12495426 | n-heptadecane | The dominant compounds were: 1-heptadecyne (1.5-8%), hexadecanoic acid (14-36%), (Z,Z)-9,12-octadecadienoic acid (12-30%), (Z,Z,Z)-9,12,15-octadecatrienoic acid (6-12%), n-heptadecane (4-16%), and 1-heptadecene (1.5-8%)."
220,"11790001 | oat | A pot experiment with wheat (Triticum aestivum L.), oat (Avena sativa L.), and redbeet (Beta vulgaris L.) was conducted to test the ability of limestone and hydrous ferric oxide (HFO) to ameliorate Ni phytotoxicity in two soils contaminated by particulate emissions from a nickel refinery."
