,0
121,"2815117 | casein | In rats receiving a protein-poor diet for 60 days (4% caloric share of casein) the activity of beta-galactosidase, beta-N-acetyl glucose aminidase, acid proteinases, acid phosphatase, acetyl estherase, catalase, glutathione reductase, monoamine oxidase (MAO), glucose-6-phosphate dehydrogenase, and the content of malonic dialdehyde (MDA) were measured in the oral cavity mucosa."
122,"26231539 | nitrogenase | Similarly to M. thermotolerans, the three strains possess two-subunit methanol dehydrogenase (MxaFI), monoamine oxidase (MAO) and nitrogenase."
123,954134 | safrole | The metabolic interaction of three secondary amines and three nitrogen-containing metabolites of safrole (tertiary amino propiophenones) with rat liver mitochondrial monoamine oxidase systems was studied in vitro employing [7-14C] benzylamine--HCl as a substrate.
124,"954134 | safrole | Inhibition characteristics for rat liver, kidney and brain mitochondrial monoamine oxidase with two cyclic secondary amines and tertiary amino with two cyclic secondary amines and tertiary amino propiophenones of safrole and elemicin were investigated manometrically using tyramine and serotonin as the substrates."
125,"1223990 | glyoxylic acid | Monoamine oxidase inhibition before fixation results in moderately increased fluorescence of terminals and perikarya, while all glyoxylic acid induced fluorescence is abolished by pre-treatment with reserpine."
126,2397298 | glyoxylic acid | Histofluorescence technique using glyoxylic acid revealed a specific fluorescence suggesting the presence of biogenic monoamines in early developmental stages of CBA x C57 Black mice.
127,"3176075 | glyoxylic acid | This method requires only two solutions: one contains glyoxylic acid, sucrose and monobasic potassium phosphate and is used at room temperature, the other is a Hepes buffered solution used at 37 C. Relatively high concentrations of a monoamine oxidase inhibitor and dopamine are added to the cultures to load dopaminergic neurons; the cell bodies and their processes take up and hold dopamine quickly and evenly."
128,"27775125 | sour cherry | The activity of sour cherry juice was also tested in physiological relevant enzymes of the central nervous system (acetylcholinesterase, monoamine oxidase A, tyrosinase) and others involved in type 2 diabetes (-glucosidase, dipeptidyl peptidase-4)."
129,"27775125 | sour cherry | Furthermore, sour cherry juice and one of its main polyphenols known as chlorogenic acid were also able to inhibit monoamine oxidase A and tyrosinase as well as enzymes involved in diabetes."
130,"27775125 | sour cherry | This is the first time that sour cherry juice is reported to inhibit monoamine oxidase A, -glucosidase and dipeptidyl peptidase-4 in a dose dependent manner, which may be of interest for human health and the prevention of certain diseases."
131,"17928708 | l-phenylalanine | The activity of rose petal AADC to yield phenylacetaldehyde was nine times higher toward L-phenylalanine than toward its D-isomer, and this conversion was not inhibited by iproniazid, a specific inhibitor of monoamine oxidase."
132,"7097290 | l-phenylalanine | The parenteral administration of L-phenylalanine or p-tyrosine increases the mouse striatal concentration of p-tyramine, an effect that is enhanced by monoamine oxidase inhibition and reduced by an L-aromatic aminoacid decarboxylase inhibitor."
133,7097290 | l-phenylalanine | Striatal m-tyramine was increased following administration of L-phenylalanine or m-tyrosine and enhanced further by monoamine oxidase inhibition.
134,7711493 | l-phenylalanine | The administration of PEA or of its precursor L-phenylalanine improves mood in depressed patients treated with a selective monoamine oxidase B inhibitor.
135,"26953687 | 4-hydroxybenzoic acid | We monitored dialysate 3,4-dihydrobenzoic acid (3,4-DHBA) concentration as an index of hydroxyl radical production using a trapping agent (4-hydroxybenzoic acid), and dialysate myoglobin concentration as an index of cardiomyocyte injury in the ischemic region."
136,12763658 | ethanolamine | Monoamine oxidase-B (MAO-B) from rat brain was inhibited strongly by the prepared cadmium and zinc ethanolamine complexes obtained from their sulphate and chloride salts.
137,26936207 | soft drink | Rats administered carbonated soft drinks also exhibited decreased monoamine oxidase A (MAOA) and acetylcholine esterase (AChE) serum and mRNA levels in the brain.
138,"9929386 | rainbow trout | Overall, 27.0, 26.9, and 25.8% of the amino acid positions of the monoamine oxidases of Aspergillus niger (N), humans (A), and rainbow trout (Salmo gairdneri) are identical to those of 6-hydroxy-l-nicotine oxidase (Smith-Waterman algorithm)."
139,"2873956 | rainbow trout | Monoamine oxidase (MAO) activity was determined fluorometrically in brain, intestine, kidney and liver tissues of the rainbow trout, Salmo gairdneri."
140,"20542580 | shark | Here, tissue (i.e., liver, kidney, muscle, intestine, gill, brain) brevetoxin levels (as ng PbTx-3 eq/g) and four neurochemical biomarkers (monoamine oxidase, MAO; cholinesterase, ChE; muscarinic cholinergic receptor, mAChR; N-methyl-d-aspartic acid receptor, NMDAR) were compared between eleven lemon sharks collected during a K. brevis bloom and eighteen lemon sharks not exposed to a bloom (controls) in a case-control manner."
141,16116761 | chlorophyll | Diethyldithiocarbamate and carbon monoxide markedly inhibited the frequency of embryonic and chlorophyll mutations induced by the metabolism-requiring mutagen dimethylnitrosamine in the higher plant Arabidopsis thaliana.
142,11605436 | squid | Comparative study of substrate specificity of monoamine oxidase (MAO) of optic ganglia of the Pacific squid Todarodes pacificus and the Commander squid Berryteuthis magister has been carried out.
143,"11605436 | squid | The enzyme of the Pacific squid, unlike that of the Commander squid, has been established to be able to deaminate not only tyramine, tryptamine, serotonin, benzylamine, and beta-phenylethylamine, but also histamine--substrate of diamine oxidase (DAO)."
144,"9148611 | squid | A detailed kinetic analysis is performed of enzymatic reactions of deamination of tyramine, tryptamine, serotonin, benzylamine, beta-phenylethylamine, and histamine under action of liver monoamine oxidase (MAO) of the Commander squid Berryteuthis magister from various habitation zones in the Bering and Japan Seas."
145,"3756506 | squid | Monoamine oxidase activity, using type A and type B substrates and inhibitors, was investigated in the central brain and synaptosomes prepared from the optic lobe of squid."
146,"8867317 | squid | The monoamine oxidase (MAO) from the liver of Comandor squid inhabiting at depth of 800 m transformed histamine along with specific substrates (tyramine, serotonin, benzylamine)."
147,"27775125 | chlorogenic acid | Furthermore, sour cherry juice and one of its main polyphenols known as chlorogenic acid were also able to inhibit monoamine oxidase A and tyrosinase as well as enzymes involved in diabetes."
148,"9197288 | quail | Picomole to femtomole per gland/ml levels of 5-methoxytryptamine (5MT) in the pineal gland and serum of the rat and quail were determined, in the absence of a monoamine oxidase inhibitor, by using the ultra-sensitive technique of capillary column gas chromatography/electron-capture negative ion chemical ionization mass spectrometry."
149,"24875606 | quail | Since monoamine oxidase (EC 1.4.3.4) is the primary degradative enzyme for these biogenic amines, we have begun to characterize MAO activity during quail embryogenesis."
150,"9343315 | allantoin | Imidazole reacts with the phenolic groups of dopamine in a different manner from monoamine oxidase, and a reagent containing imidazole, ethyleneurea or allantoin was useful for non-enzymatic detection of dopamine by peroxyoxalate chemiluminescence."
151,"28109809 | angelica | During the ongoing search for new monoamine oxidase (MAO) inhibitors, five coumarin derivatives and eight flavonoids were isolated from the roots of Angelica gigas Nakai and Scutellaria baicalensis Georgi, respectively."
152,"25915461 | xanthomicrol | In the present study, four Sideritis flavonoids, xanthomicrol (1), isoscutellarein 7-O-[6'''-O-acetyl--D-allopyranosyl-(12)]--D-glucopyranoside (2), isoscutellarein 7-O-[6'''-O-acetyl--D-allopyranosyl-(12)]-6''-O-acetyl--D-glucopyranoside (3) and salvigenin (4) were docked computationally into the active site of the human monoamine oxidase isoforms (hMAO-A and hMAO-B) and were also investigated for their hMAO inhibitory potencies using recombinant hMAO isoenzymes."
153,"20542580 | lemon | Here, tissue (i.e., liver, kidney, muscle, intestine, gill, brain) brevetoxin levels (as ng PbTx-3 eq/g) and four neurochemical biomarkers (monoamine oxidase, MAO; cholinesterase, ChE; muscarinic cholinergic receptor, mAChR; N-methyl-d-aspartic acid receptor, NMDAR) were compared between eleven lemon sharks collected during a K. brevis bloom and eighteen lemon sharks not exposed to a bloom (controls) in a case-control manner."
154,7535889 | thallium | The effect of thallium acetate administration on monoaminergic pathways was studied in male Wistar rats using 30 mg/kg and 50 mg/kg acute IP doses.
155,"7535889 | thallium | We found that thallium activated both monoamine oxidase (MAO) activity and serotonin turnover rate in rat brain regions, that may contribute to the neuronal damage mechanism of the agent."
156,"7108528 | tin | A new radioiodinated monoamine oxidase A (MAO-A) specific inhibitor, [125I]iodoclorgyline, was synthesized from its tin precursor by iododestannylation reaction using sodium [125I]iodide and hydrogen peroxide with high yield and site specificity."
157,"28456030 | 1,4-naphthoquinone | Both 1,4-naphthoquinones and 1,4-benzoquinone are reported to inhibit the MAOs with a reversible mode of action."
158,"26684482 | 1,4-naphthoquinone | Previous reports have documented that 1,4-naphthoquinones act as inhibitors of the monoamine oxidase (MAO) enzymes."
159,"22071524 | 1,4-naphthoquinone | The discovery of 2,3,6-trimethyl-1,4-naphthoquinone (TMN) as a nonselective and reversible inhibitor of MAO, has suggested 1,4-naphthoquinone (1,4-NQ) as a potential scaffold for designing new MAO inhibitors."
160,"7930992 | catfish | Hypothalamic serotonin (5-HT; content and turnover) and monoamine oxidase (MAO) activity were measured in female catfish, Heteropneustes fossilis, after ovariectomy and supplementation with oestradiol-17 beta (OE2) in the recrudescent and quiescent phases."
161,9793841 | catfish | The substrate- and inhibitor-related characteristics of monoamine oxidase (MAO) were studied for catfish brain and liver.
162,"9793841 | catfish | It is concluded that catfish brain and liver contain a single form of MAO, relatively similar to mammalian MAO-A."
163,16388401 | zn2+ | Ca2+ or Zn2+ supplementation significantly reversed the Pb-induced perturbations both in the levels of monoamines and in the activity of MAO.
164,"16388401 | zn2+ | However, the recovery in monoamine levels and MAO activity was more pronounced with Ca2+ supplementation as compared to Zn2+."
165,25176235 | fenugreek | EtOH extract of seeds of fenugreek represent maximum significant reduction which was 30 and 24.65% in MAO- A and B activity respectively in the rat's whole brain as compared to control animals in Monoamine oxidase (MAO) assay.
166,11575966 | scopoletin | The coumarin analogue and scopoletin inhibited monoamine oxidase with moderate IC(50) values.
167,1478795 | mustard | The effect of intracerebroventricular (ICV) administration of ethylcholine mustard aziridinium (AF64A) and of the monoamine oxidase (MAO)-B inhibitor L-deprenyl on MAO-A and MAO-B activities and on the morphology of the rat neostriatum and hippocampus were studied.
168,6845772 | mustard | 30 rats were divided into 3 groups to study the effects of erucic-acid-rich mustard oil (MO) and MO plus fish oil and carnitine (MOFOC) diet as compared to groundnut oil (GNO) diet on the collagen biosynthesis in various tissues.
169,"1490432 | mustard | administration of ethylcholine mustard aziridinium (AF64A) and of the monoamine oxidase (MAO)-B inhibitor L-deprenyl on the acetylcholine (ACh) biosynthetic enzyme choline acetyltransferase (ChAT), on the ACh catabolic enzyme acetylcholinesterase (AChE) and on the density of ACh muscarinic M-1 and M-2 receptor sites."
170,"6149079 | eggs | Monoamine oxidase (MAO) activity towards tryptamine, 5-hydroxytryptamine (5-HT) and phenylethylamine (PEA) has been measured in mitochondria isolated from carp and trout eggs."
171,"6149079 | eggs | The inhibition dose-response curves of clorgyline and deprenyl indicate that both in carp and trout eggs there is only one form of mitochondrial MAO, distinct from MAO A and B which have been described in vertebrate tissues."
172,6149079 | eggs | MAO found in carp and trout eggs might be involved in metabolism of some neurotransmitter monoamines during early developmental stages.
173,71616 | eggs | Monoamine oxidase activity has been assayed radiochemically in mitochondria from Bufo bufo eggs.
174,"25682255 | polar bear | Nine brain regions from nine polar bears were analyzed for enzyme activity (monoamine oxidase (MAO), acetylcholinesterase (AChE) and glutamine synthetase (GS)) and receptor density (dopamine-2 (D2), muscarinic cholinergic (mAChR) and gamma-butyric acid type A (GABA-A)) along with PFSA and PFCA concentrations."
175,"6943944 | chlorohydrin | Histochemical studies have been made of the isocitrate dehydrogenase, succinic dehydrogenase, malate dehydrogenase, glutamate dehydrogenase, DPN diaphorase, TPN diaphorase, delta 5-3 beta-hydroxysteroid dehydrogenase and monoamine oxidase in the caput, corpus and cauda epididymides of normal and alpha chlorohydrin (6.5 mg/kg/9 days) treated rats."
176,"7452498 | s-adenosyl-l-homocysteine | SAM treatment had no effect on the activity of cerebral histamine-N-methyltransferase, S-adenosyl-L-homocysteine hydrolase and monoamine oxidase type A (substrate 5-hydroxytryptamine) when tested in vitro, while monoamine oxidase B (substrate phenylethylamine) activity was significantly decreased."
177,"15245914 | pacific oyster | In this study, in the Pacific oyster, Crassostrea gigas, full-length cDNAs encoding two non-P450 phase I enzymes, flavin-containing monooxygenase 2 (FMO-2) and monamine oxidase A (MAO A), were characterized."
178,"11063613 | daidzin | This, together with the finding that daidzin does not affect the rates of mitochondria-catalyzed oxidative deamination of these monoamines, raised the possibility that the ethanol intake-suppressive (antidipsotropic) action of daidzin is not mediated by the monoamines but rather by their reactive biogenic aldehyde intermediates such as 5-hydroxyindole-3-acetaldehyde (5-HIAL) and/or 3,4-dihydroxyphenylacetaldehyde (DOPAL) which accumulate in the presence of daidzin."
179,"11063613 | daidzin | To further evaluate this possibility, we synthesized more structural analogues of daidzin and tested and compared their antidipsotropic activities in Syrian golden hamsters with their effects on monoamine metabolism in isolated hamster liver mitochondria using 5-HT as the substrate."
180,"11063613 | daidzin | Effects of daidzin and its structural analogues on the activities of monoamine oxidase (MAO) and ALDH-2, the key enzymes involved in 5-HT metabolism in the mitochondria, were also examined."
181,12939789 | daidzin | A link between daidzin's capacity to reduce alcohol consumption and its ability to increase liver mitochondrial monoamine oxidase (MAO): aldehyde dehydrogenase (ALDH-2) activity ratio has been established.
182,"11306106 | daidzin | Using isolated hamster liver mitochondria and 5-hydroxytryptamine (5-HT) and dopamine (DA) as the substrates, we demonstrated that daidzin inhibits the second but not the first step of the MAO/ALDH-2 pathway, the major pathway that catalyzes monoamine metabolism in mitochondria."
183,11306106 | daidzin | Correlation studies using structural analogs of daidzin led to the hypothesis that the mitochondrial MAO/ALDH-2 pathway may be the site of action of daidzin and that one or more biogenic aldehydes such as 5-hydroxyindole-3-acetaldehyde (5-HIAL) and/or DOPAL derived from the action of monoamine oxidase (MAO) may be mediators of its antidipsotropic action.
184,12927869 | daidzin | Correlation studies using structural analogues of daidzin suggests that it acts by raising the monoamine oxidase (MAO)/mitochondrial aldehyde dehydrogenase (ALDH-2) activity ratio (J. Med.
185,"11563931 | daidzin | Further, we have identified the monoamine oxidase (MAO)-aldehyde dehydrogenase (ALDH-2) pathway of the mitochondria as the potential site of action of daidzin."
186,"11563931 | daidzin | To gain further information on the structure-activity relationships at the inhibitor binding sites of ALDH-2 and MAO, we prepared 44 analogues of daidzin and determined their potencies for ALDH-2 and MAO inhibition."
187,"954134 | elemicin | Inhibition characteristics for rat liver, kidney and brain mitochondrial monoamine oxidase with two cyclic secondary amines and tertiary amino with two cyclic secondary amines and tertiary amino propiophenones of safrole and elemicin were investigated manometrically using tyramine and serotonin as the substrates."
188,"17406497 | vanillic acid | An alternative procedure in which vanillic acid is replaced by 2,4-dichlorophenol enhances sensitivity but precludes the measurement of monoamine oxidases due to inhibition of these enzymes by dichlorophenol."
189,"6654891 | 2,4-dinitrophenylhydrazone | Mitochondrial monoamine oxidase was inactivated with 2-[2-14C]phenylcyclopropylamine, dialyzed, and treated with acidic 2,4-dinitrophenylhydrazine."
190,"16458520 | farnesylacetone | Our previous efforts on cured tobacco leaf extracts have led to the characterization of 2,3,6-trimethyl-1,4-naphthoquinone, a non-selective monoamine oxidase inhibitor, and farnesylacetone, a selective monoamine oxidase B inhibitor."
191,"4371901 | tryptophol | 1 The effect of a wide range of ethanol concentrations (v/v) on indoleacetic acid (IAA) formation from the oxidative deamination of tryptamine was studied in vitro, in rat whole liver homogenate.2 IAA production was inhibited progressively by ethanol in concentrations between 0.01% to 0.2%, but the inhibition declined when the ethanol concentration was increased further to 6%.3 Ethanol-induced inhibition of IAA formation was only partially reversed by excess aldehyde dehydrogenase, whereas reductions in IAA formation were completely prevented by pyrazole or ethanol (6% and 10%) itself.4 Excess nicotinamide adenine dinucleotide failed to alter the inhibitory effect of ethanol and no evidence was obtained for inhibition of monoamine oxidase by ethanol or its metabolite, acetaldehyde.5 We conclude that ethanol indirectly inhibits IAA production as a result of oxidation of ethanol by alcohol dehydrogenase, during which the oxidative metabolism of tryptamine is shifted towards the reductive pathway, thus favouring the formation of tryptophol in place of IAA."
192,9696566 | silica | The retention of 17 monoamine oxidase inhibitory drugs (proparlgylamine derivatives) were determined on a beta-cyclodextrin polymer (beta CDP)-coated silica column using ethanol-0.05 M K2HPO4 (6:4 v/v) as the eluent.
193,"26510118 | quercitrin | Quercitrin also prevented CCl4 induced cerebral function disorders associated with its ability to inhibit the activities of monoamine oxidase (MAO), acetylcholine esterase (AChE) and the N-methyl-d-aspartate receptor 2B subunit (NR2B)."
194,"11714358 | quercitrin | The IC(50) values of the four potent flavonoids, quercitrin, isoquercitrin, rutin, and quercetin on monoamine oxidase were 19.06, 11.64, 3.89, and 10.89 microM and enzyme kinetics analysis revealed apparent inhibition constants (K(i)) of 21.01, 2.72, 1.83, and 7.95 microM, respectively, on the substrate, benzylamine."
