,0
123,25032255 | glycyrrhizin | The present study aimed to give a short report on a possible mechanism of glycyrrhizin to acetaminophen-induced liver toxicity.
124,"25032255 | glycyrrhizin | Seven-day intraperitoneal administration of glycyrrhizin (400 mg/kg/day) to 2- to 3-month-old male C57BL/6N mice (mean weight 27 g) significantly prevents acetaminophen-induced liver damage, as indicated by the activity of alanine transaminase and aspartate aminotransferase."
125,25032255 | glycyrrhizin | The treatment of glycyrrhizin significantly reversed the increased levels of long-chain acylcarnitines induced by acetaminophen administration.
126,"25032255 | glycyrrhizin | In conclusion, this metabolomic study indicates a significant glycyrrhizin protection effect against acetaminophen-induced liver damage through reversing fatty acid metabolism."
127,"16216454 | isorhamnetin | In this study, the effect of the flavonoids quercetin-3-methyl-ether (isorhamnetin) (1), quercetin-3,7-dimethyl-ether (2) and kaempferol-3,7-dimethyl-ether (3) isolated from Cistus laurifolius L. (cistaceae) leaves was assessed on lipid peroxidation (liver and plasma), cellular glutathione (GSH) level and plasma AST (aspartate aminotransferase), ALT (alanine aminotransferase) enzyme activities in acetaminophen-induced liver damage in mice."
128,"17045319 | isorhamnetin | This occurred as a result of CYP3A induction by ginkgolide A because triacetyloleandomycin (TAO), a specific inhibitor of CYP3A catalytic activity, completely blocked the effect of ginkgolide A. Ginkgolide B, ginkgolide C, ginkgolide J, quercetin, kaempferol, isorhamnetin, and isorhamnetin-3-O-rutinoside did not alter the extent of LDH leakage by acetaminophen."
129,25447604 | thymoquinone | We aimed to investigate efficacy of intraperitoneally administered Thymoquinone (TQ) in acetaminophen (APAP) induced renal toxicity.
130,17045319 | ginkgo biloba | The present cell culture study investigated the effect of Ginkgo biloba extract pretreatment on acetaminophen toxicity and assessed the role of ginkgolide A and cytochrome P450 3A (CYP3A) in hepatocytes isolated from adult male Long-Evans rats provided ad libitum with a standard diet.
131,"10809284 | phytomenadione | To investigate the effects of the association of inhaled nitric oxide (iNO) and oxidant drugs (acetaminophen, phytomenadione, and EMLA cream) on methemoglobinemia during the neonatal period."
132,10190184 | corylus avellana | Our study investigated the effects of Corylus avellana extract on acetaminophen and carbon tetrachloride intoxicated liver of young rats.
133,27207064 | yttrium | An electrochemical sensor was prepared by modifying a glassy carbon electrode (GCE) with a composite of yttrium (III) oxide nanoparticles (Y2O3NPs) and carbon nanotubes (CNTs) for the determination of acetaminophen (ACT).
134,"15319808 | yttrium | This issue focuses on the following selection of drugs: 166Ho-DOTMP 5A8; A-179578, abetimus sodium, adefovir dipivoxil, AGI-1067, AIDSVAX gp120 B/B, AK-602, alefacept alemtuzumab, aliskiren fumarate, ALVAC vCP1433, ALVAC vCP1452, anecortave acetate, arzoxifene hydrochloride, atazanavir sulfate, atlizumab, avasimibe; Binodenoson, BMS-488043; Choriogonadotropin alfa, ciclesonide, COL-1621, CVT-3146, CVT-E002, Cypher; Daptomycin, darbepoetin alfa, darunavir, D-D4FC, deferasirox, desloratadine, desmoteplase, duloxetine hydrochloride, DX-9065a; E-5564, efalizumab, emfilermin, emivirine, emtricitabine, enfuvirtide, estradiol acetate, ezetimibe; Frovatriptan; Gallium maltolate, gefitinib; HIV-1 Immunogen, human insulin; Iguratimod, IL-4/IL-13 Trap, imatinib mesylate, inhaled insulin, insulin glargine, irofulven, ISS-1018, ivabradine hydrochloride; Lutropin alfa; Melatonin; Nesiritide; O6-Benzylguanine, omapatrilat, oritavancin, ospemifene; Parecoxib sodium, peginterferon alfa-2a, pexelizumab, pimecrolimus, pirfenidone, pramlintide acetate, prasterone sulfate PT-141; Rasburicase, razaxaban hydrochloride, recombinant malaria vaccine, rhBMP-2/ACS, roflumilast, rosiglitazone maleate/metformin hydrochloride, rotavirus vaccine; SCH-D, sitaxsentan sodium, solifenacin succinate; Targinine hydrochloride, taxus, TER-199, tramadol hydrochloride/acetaminophen; Valdecoxib, valganciclovir hydrochloride, vatalanib succinate, VEG Trap(R1R2); Ximelagatran; Yttrium Y90 Epratuzumab."
135,"15319815 | yttrium | This issue focuses on the following selection of drugs: 101M; Adalimumab, adefovir dipivoxil, adenosine triphosphate, albumin interferon alfa, alefacept, alemtuzumab, aminolevulinic acid hexyl ester, autologous renal tumor vaccine, azimilide hydrochloride; Bortezomib, bosentan, BR-1; C340, cantuzumab mertansine, caspofungin acetate, CGP-36742, CHAMPION everolimus-eluting coronary stent, cypher; Dalbavancin, darbepoetin alfa, desloratadine, duloxetine hydrochloride, dutasteride; Efalizumab, emtricitabine, enfuvirtide, erlosamide, ertapenem sodium, everolimus, ezetimibe; Flesinoxan hydrochloride, fosamprenavir calcium, FR-901228, frovatriptan; Gadofosveset sodium, gadomer-17, galiximab, gamma-hydroxybutyrate sodium, gefitinib; HuOKT3gamma1(Ala234-Ala235); IDN-6556, imatinib mesylate, iodine (I131) tositumomab, iseganan hydrochloride, ixabepilone; Keratinocyte growth factor; LB-80380, levocetirizine, liposomal doxorubicin, LMB-9, lopinavir, lopinavir/ritonavir, lumiracoxib, lurtotecan; Mecasermin, midostaurin, morphine hydrochloride; Natalizumab, nelfinavir, nesiritide, niacin/lovastatin; Olcegepant, omalizumab, oregovomab; Parecoxib sodium, PEG-filgrastim, peginterferon alfa-2a, peginterferon alfa-2b, peginterferon alfa-2b/ ribavirin, perospirone hydrochloride, pexelizumab, pimecrolimus, prinomastat; Resiquimod, rhIGFBP-3, rhIGF-I/rhIGFBP-3, ritanserin, ro-31-7453, rosuvastatin calcium; SCIO-469, SDZ-SID-791, SU-11248, suberanilohydroxamic acid; Tadalafil, taxus, telithromycin, tenofovir disoproxil fumarate, TER-286, tezosentan disodium, TH-9507, tipifarnib, tipranavir, tolvaptan, tramadol hydrochloride/acetaminophen, travoprost, treprostinil sodium, tucaresol; Valganciclovir hydrochloride, val-mCyd, vardenafil hydrochloride hydrate, vinflunine, voriconazole; Ximelagatran, XTL-002; Yttrium 90 (90Y) ibritumomab tiuxetan."
136,"25770447 | cholestanol | In this study, 13 wastewater chemicals (chloride, boron, orthosphophate, detergents as methylene blue active substances, cholesterol, cholestanol, coprostanol, diethylhexyl phthalate, caffeine, acetaminophen, ibuprofen, sucralose and saccharin) were investigated in order to evaluate tracers for human faecal and sewage contamination in tropical urban catchments."
137,"19446955 | wheat | In order to assess ecological risk of pharmaceutical compounds entering into agricultural ecosystems, toxic effects of paracetamol with therapeutic action on wheat (Triticum aestivum L.) were investigated as an example, using early growing and developmental indexes of wheat, including seed germination, shoot height and root length, peroxidase, superoxide dismutase, chlorophyll, and soluble protein in the seedlings."
138,"17484515 | valerenic acid | Valerenic acid also demonstrated significant inhibitory effects on the glucuronidation of acetaminophen, oestradiol, and morphine with both microsomes and expressed UGTs."
139,"21305852 | syringic acid | The protective effect of the phenolic compound syringic acid, one of the major benzoic acid derivatives from edible plants and fruits, was evaluated against acetaminophen (APAP)-induced hepatotoxicity in rats."
140,14629735 | ice cream | The effect of added food mixture (as if food was present in the stomach of an intoxicated patient) or 4 different types of ice cream (added as a flavouring and lubricating agent) on the adsorption of paracetamol (acetaminophen) to 2 formulations of activated charcoal was determined in vitro and compared with results from previous investigations showing a maximum adsorption capacity to the two activated charcoal-water slurries at about 0.62-0.72 g paracetamol/g activated charcoal.
141,28194962 | carbamate | A targeted reversed-phase gradient UPLC-MS/MS assay has been developed for the quantification /monitoring of 66 amino acids and amino-containing compounds in human plasma and serum using precolumn derivatization with 6-aminoquinolyl-N-hydroxysuccinimidyl carbamate (AccQTag Ultra).
142,"15724487 | carbamate | The selected substances included methanol, barbital drugs, benzodiazepines, tricyclic or tetracyclic antidepressants, methamphetamine, acetaminophen, salicylic acid, bromovalerylurea, organophosphorus pesticides, carbamate pesticides, paraquat, glufosinate, cyanides, arsenic, and theophylline."
143,"10444831 | carbamate | The procedures were successfully applied to the determination of phenolic drugs (epinephrine, acetaminophen, and gualacol) in pharmaceuticals and carbamates (bendiocarb, benfuracarb, carbaryl, carbofuran, methiocarb, promecarb, and propoxur) in pesticide products and water samples."
144,"8125211 | ursolic acid | In conclusion, among the 10 triterpenoid compounds examined, alpha-hederin, ursolic acid, and oleanolic acid appear to be the most effective in protecting against CCl4-, acetaminophen-, and Cd-induced liver injury."
145,"26067340 | hippuric acid | Four model samples, acetaminophen, metronidazole, quinine, and hippuric acid, dissolved in three kinds of common buffers were used in the SPR-DART-MS experiments for performance evaluation of the interface and the optimization of DART conditions."
146,6269779 | hippuric acid | Hippuric acid is separated and quantitated on a reversed-phase column under conditions similar to those used for assay of theophylline and acetaminophen.
147,"15983950 | hippuric acid | Methanol, ethylene glycol, acetone, ethanol, d -lactate, and hippuric acid screens were negative."
148,"18472313 | trigonelline | ferulic acid), trigonelline, S-adenosyl-L-methionine, and energy-related metabolites indicated that oxidative stress was caused by acute and chronic acetaminophen administration."
149,"24325902 | domoic acid | Spontaneous firing rate in primary cortical cultures was increased by bicuculline (BIC), lindane (LND), RDX and picrotoxin (PTX); not changed by nicotine (NIC), acetaminophen (ACE), and glyphosate (GLY); and decreased by muscimol (MUS), verapamil (VER), fipronil (FIP), fluoxetine (FLU), chlorpyrifos oxon (CPO), domoic acid (DA), deltamethrin (DELT) and dimethyl phthalate (DMP)."
150,"27492221 | domoic acid | Rat (0-24 h old) primary cortical cells were plated in 48 well-MEA plates and exposed to 6 compounds: acetaminophen, bisindolylmaleimide-1 (Bis-1), domoic acid, mevastatin, sodium orthovanadate, and loperamide for a period of 12 days."
151,"24148773 | 3,5-di-o-caffeoylquinic acid | The ethyl acetate (EA) fraction of G. koraiensis and its major compound, 3,5-di-O-caffeoylquinic acid (DCQA), exerted protective effects in the t-BHP-induced liver cytotoxicity model."
152,"20020764 | l-leucine | The initial performance of the microplasma device has been evaluated by ionizing samples containing dimethyl sulfoxide (DMSO), dimethylformamide (DMF), methyl salicylate, caffeine, l-leucine, l-histidine, loratadine, ibuprofen, acetaminophen, acetylsalicylic acid, and cocaine in various forms."
153,17045319 | ginkgolide c | The present cell culture study investigated the effect of Ginkgo biloba extract pretreatment on acetaminophen toxicity and assessed the role of ginkgolide A and cytochrome P450 3A (CYP3A) in hepatocytes isolated from adult male Long-Evans rats provided ad libitum with a standard diet.
154,"17045319 | ginkgolide c | At the level present in a modulating concentration (50 mug/ml) of the extract, ginkgolide A (0.55 mug/ml), which increased CYP3A23 mRNA levels and CYP3A-mediated enzyme activity, accounted for part but not all of the potentiating effect of the extract on acetaminophen toxicity."
155,"17045319 | ginkgolide c | This occurred as a result of CYP3A induction by ginkgolide A because triacetyloleandomycin (TAO), a specific inhibitor of CYP3A catalytic activity, completely blocked the effect of ginkgolide A. Ginkgolide B, ginkgolide C, ginkgolide J, quercetin, kaempferol, isorhamnetin, and isorhamnetin-3-O-rutinoside did not alter the extent of LDH leakage by acetaminophen."
156,"17045319 | ginkgolide c | In summary, G. biloba pretreatment potentiated acetaminophen toxicity in cultured rat hepatocytes and ginkgolide A contributed to this novel effect of the extract by inducing CYP3A."
157,"8742516 | nicotinic acid | While the PARP-activity remained essentially unchanged, the acetaminophen-induced release of both GOT and GPT from injured liver cells could be inhibited by 90-99%, when mice were injected additionally with the selective PARP-inhibitors nicotinic acid amide, benzamide, caffeine, theophyline, and thymidine, respectively."
158,"8742498 | nicotinic acid | Recently, we demonstrated the hepatoprotective effects of nicotinic acid amide, a selective inhibitor of poly(ADP-ribose) polymerase (PARP; EC 2.4.2.30) on mice suffering from acetaminophen (AAP)-hepatitis, suggesting that the AAP-induced liver injury involves a step which depends on adenoribosylation."
159,18462991 | nicotinic acid | Four aromatic medicines (acetaminophen; niacinamide; p-aminophenol; nicotinic acid) containing nitrogen were investigated by FT-NIR (Fourier transform near-infrared) spectroscopy and generalized two-dimensional (2D) correlation spectroscopy.
160,"19634356 | nicotinic acid | A steel surface was soiled with solutions of acetaminophen, nicotinic acid, diclofenac, and benzamidine and wiped with each swabbing material."
161,"3171878 | nicotinic acid | trimetoquinol, TA-594, acetaminophen, naproxen and nicotinic acid, were synthesized and administered orally to rats cannulated in the thoracic duct."
162,6083701 | beta-phenethyl alcohol | Acetaminophen-induced hepatotoxicity was not accentuated by beta-phenethyl alcohol or ethanol pretreatment.
163,"2356011 | s-carboxymethyl-l-cysteine | Patients with AD, compared with controls, have reduced sulfoxidation of the probe drug S-carboxymethyl-L-cysteine; they also form less of the sulfate conjugate of acetaminophen."
164,27668721 | barley | The present work aimed to assess the ecotoxicological relevance of acetaminophen (AC) and nickel oxide nanomaterial (nano-NiO) to barley plants.
165,18022931 | yogurt | The acetaminophen group received 200 mg/kg/day of acetaminophen suspended in yogurt via oral gavage for 120 days.
166,"12834962 | pantothenic acid | The drugs evaluated were analgesics (acetaminophen, aspirin, codeine, methadone, morphine and pethidine), antibiotics (amoxicillin, ampicillin, gentamicin, neomycin, penicillin G and vancomycin), antipsychotics (chlorpromazine, fluphenazine, prochlorperazine, promazine and thioridazine) and water-soluble vitamins (ascorbic acid, niacinamide, pantothenic acid and pyridoxine)."
167,21239480 | sesamol | We investigated the anti-hepatotoxic effects of sesamol and N-acetylcysteine on acetaminophen-induced hepatotoxicity in mice.
168,21239480 | sesamol | Equimolar doses (1 mmol/kg) of sesamol and N-acetylcysteine significantly inhibited acetaminophen (300 mg/kg)-increased serum aspartate transaminase and alanine transaminase levels 6 h post-administration.
169,"21239480 | sesamol | Moreover, the combination of sesamol and N-acetylcysteine antagonistically inhibited sesamol's protection against acetaminophen-induced liver injury."
170,21239480 | sesamol | We conclude that the protective effect of sesamol against acetaminophen-induced liver damage is comparable to that of N-acetylcysteine by maintaining glutathione levels and inhibiting lipid peroxidation in mice.
171,27427136 | pomegranate | To observe the ameliorating effect by methanolic extract of pomegranate peel in acetaminophen-induced hepatotoxicity.
172,"23414233 | d-mannitol | Spherical agglomerates of lactose were shown to enhance the nucleation rate of acetaminophen (AAP) by a factor of 11 compared to single crystal lactose; however, no such enhancement was observed for D-mannitol."
173,"10999435 | arctium lappa | Rats were divided into 4 groups: normal control group, Arctium lappa extract group, acetaminophen-injected group, and acetaminophen treated with Arctium lappa extract group."
174,25350500 | arctium lappa | To investigate the ameliorative effects of Arctium lappa root extract on acetaminophen-induced hepatotoxicity.
175,27069723 | c. papaya | This study investigated the hepatomodulatory effects of aqueous extracts of C. papaya leaf (CPL) and unripe fruit (CPF) at doses of 100 and 300 mg/kg on carbon tetrachloride (CCl4) and acetaminophen (ACM)-induced liver toxicities in rats.
176,"20734624 | linum usitatissimum | Phytoremediation of selected pharmaceuticals (diclofenac, ibuprofen, and acetaminophen) using Armoracia rusticana and Linum usitatissimum cell cultures and by hydroponically cultivated Lupinus albus, Hordeum vulgaris, and Phragmites australis plants in laboratory conditions is described."
177,"19446955 | triticum aestivum | In order to assess ecological risk of pharmaceutical compounds entering into agricultural ecosystems, toxic effects of paracetamol with therapeutic action on wheat (Triticum aestivum L.) were investigated as an example, using early growing and developmental indexes of wheat, including seed germination, shoot height and root length, peroxidase, superoxide dismutase, chlorophyll, and soluble protein in the seedlings."
178,"20052997 | mn2+ | The data generated in the current work provide the basic information on the effect of bivalent cations, namely, Ca2+, Zn2+ and Mn2+, on the HPMMs' solubility and, consequently, on the performances (disintegration and drug dissolution) of acetaminophen gastroresistant tablets when exposed to fluid containing such salts."
179,"8216352 | lignan | The preventive effect of gomisin A, a lignan component of shizandra fruits, on acetaminophen-induced hepatotoxicity in rats was examined by histological and biochemical analysis."
180,11724372 | lignan | A methanolic extract and two fractions (n-hexane and ethyl acetate) from Virola oleifera leaves and some compounds (one lignan and two flavonoids) were investigated to verify the analgesic activity by using the writhing test in mice.
181,"8987111 | lignan | Gomisin A (Go), a lignan component of shizandra fruits, protects the liver from injury by acetaminophen (AAP)."
182,"6291543 | carbon disulfide | Diethyldithiocarbamate (DTC) and carbon disulfide (CS2), at nearly equimolar oral dose levels, protected mice against liver damage induced by carbon tetrachloride, chloroform, bromotrichloromethane, thioacetamide, bromobenzene, furosemide, acetaminophen, dimethylnitrosamine and trichloroethylene, as evidenced by the suppression of elevations in plasma GPT activity and liver calcium content, and of histopathological alterations."
183,"9120830 | oxalate | A thermodynamic analysis of the energy transformations occurring within pharmaceutical tablets during the unloading phase of compaction was performed on Avicel, calcium phosphate, acetaminophen, and calcium oxalate."
184,"25862331 | oxalate | Among these, control group treated with 12mM acetaminophen produced significantly elevated levels (50-80%) of lactate dehydrogenase (LDH), catalase (CAT), glutamate oxalate transaminase (GOT), glutamate pyruvate transaminase (GPT), and malondialdehyde (MDA), and significantly decreased the levels (60-75%) of superoxide dismutase (SOD) and glutathione peroxidase (GSH-Px)."
185,"18389098 | oxalate | This issue focuses on the following selection of drugs: 101M, 3F8; Abatacept, ABT-263, Adalimumab, AG-7352, Agatolimod sodium, Alfimeprase, Aliskiren fumarate, Alvimopan hydrate, Aminolevulinic acid hexyl ester, Ammonium tetrathiomolybdate, Anakinra, Aripiprazole, AS-1404, AT-9283, Atomoxetine hydrochloride, AVE-1642, AVE-9633, Axitinib, AZD-0530; Becocalcidiol, Belotecan hydrochloride, Bevacizumab, BG-9928, BIBF-1120, BMS-275183, Bortezomib, Bosentan; Catumaxomab, Cetuximab, CHR-2797, Ciclesonide, Clevidipine, Cypher, Cytarabine/daunorubicin; Darifenacin hydrobromide, Darunavir, Denosumab, Desvenlafaxine succinate, Disufenton sodium, Duloxetine hydrochloride, Dutasteride; Eculizumab, Efalizumab, Eicosapentaenoic acid/docosahexaenoic acid, Eplerenone, Epratuzumab, Erlotinib hydrochloride, Escitalopram oxalate, Ethynylcytidine, Etravirine, Everolimus, Ezetimibe; Fulvestrant; Garenoxacin mesilate, Gefitinib, Gestodene; HI-164, Hydralazine hydrochloride/isosorbide dinitrate; Icatibant acetate, ICX-RHY, Idraparinux sodium, Indacaterol, Ispronicline, Ivabradine hydrochloride, Ixabepilone; KB-2115, KW-2449; L-791515, Lapatinib ditosylate, LGD-4665, Licofelone, Liposomal doxorubicin, Lisdexamfetamine mesilate, Lumiracoxib; Methoxy polyethylene glycol-epoetin-beta, Miglustat, Mipomersen sodium, Mitumprotimut-T, MK-0822A, MK-0974; Nelarabine; Obatoclax mesylate, Olmesartan medoxomil, Olmesartan medoxomil/hydrochlorothiazide; Paliperidone, Palonosetron hydrochloride, Panitumumab, Pegfilgrastim, Peginterferon alfa-2a, Pemetrexed disodium, Perospirone hydrochloride, Pertuzumab, Pimecrolimus, Pitrakinra, Pixantrone maleate, Posaconazole, Pregabalin; Quercetin; RALGA, Raltegravir potassium, Ranelic acid distrontium salt, rhHistone 1.3, Rimonabant, Rivaroxaban, Rosuvastatin calcium, RTS,S/SBAS2; Satraplatin, SNDX-275, Sodium butyrate, Solifenacin succinate, Sorafenib, SU-14813, Sunitinib malate; Tadalafil, Tafenoquine succinate, Tamatinib fosdium, Taxus, Telbivudine, Telmisartan/hydrochlorothiazide, Temsirolimus, Tiotropium bromide, Tipranavir, Tocilizumab, Trabectedin, Tramadol hydrochloride/acetaminophen; Ulipristal acetate, Uracil, Ursodeoxycholyltaurine; Valdecoxib, Vardenafil hydrochloride hydrate, Varenicline tartrate, Vildagliptin, Vinflunine, Vitespen, Vorinostat; ZK-EPO, Zoledronic acid monohydrate."
186,"15357915 | 17alpha-ethynylestradiol | The most potent inhibition was observed for the reaction between 17alpha-ethynylestradiol and UGT1A1 (K(i) = 10.5 microM), and the weakest interaction was detected for acetaminophen and UGT1A9 (IC(50) > 1 mM)."
187,"12557248 | hibiscus sabdariffa | This work therefore seeks to induce liver damage in mice using single dose (25 0mg/kg) of acetaminophen and to evaluate the possible protective effects of administration (100mg/kg) of some medicinal plants (Kigelia africana, Calotropis procera, Hibiscus sabdariffa and Alchornea cordifolia) on PCM-induced liver damage in mice."
188,"25119859 | prunus | In the present study, we investigated the role of almond (Prunus amygdalus) skin procyanidins (ASP) in regulating the protein expression of phase II detoxifying and antioxidant enzymes in HepG2 cells and acetaminophen (APAP)-treated hepatotoxic mice."
189,"15763370 | beta-amyrin | In the search of hepatoprotective agents from natural sources, alpha- and beta-amyrin, a triterpene mixture isolated from the trunk wood resin of folk medicinal plant, Protium heptaphyllum was tested against acetaminophen-induced liver injury in mice."
190,"23766864 | ginsenoside rg3 | Previously, we found that Korean red ginseng suppressed acetaminophen (APAP)-induced hepatotoxicity via alteration of its metabolic profile involving GSTA2 induction and that ginsenoside Rg3 was a major component of this gene induction."
191,"26179383 | steller sea lion | From the results of measurements of uridine diphosphate-glucuronosyltransferase (UGT) activity using liver microsomes, the Steller sea lion, Northern fur seal, and Caspian seal showed UGT activity toward 1-hydroxypyrene and acetaminophen as low as in cats, which was significantly lower than in rat and dog."
192,"17045319 | kaempferol | This occurred as a result of CYP3A induction by ginkgolide A because triacetyloleandomycin (TAO), a specific inhibitor of CYP3A catalytic activity, completely blocked the effect of ginkgolide A. Ginkgolide B, ginkgolide C, ginkgolide J, quercetin, kaempferol, isorhamnetin, and isorhamnetin-3-O-rutinoside did not alter the extent of LDH leakage by acetaminophen."
193,"17305373 | naphthalene | Altogether, 33 unique new protein targets for bromobenzene metabolites were identified and compared to those known for acetaminophen, naphthalene, butylated hydroxytoluene, benzene, thiobenzamide, and halothane via a target protein database available at http://tpdb.medchem.ku.edu:8080/protein_database/."
194,"19269644 | naphthalene | The model compounds tested for SFC separation are acetaminophen, metoprolol, fenoprofen, ibuprofen, naphthalene, and testosterone."
195,2299686 | naphthalene | Cataracts were induced by administration of either acetaminophen or naphthalene to the pretreated mice.
196,2299686 | naphthalene | CySSME was coadministered with either acetaminophen or naphthalene to other groups of mice.
197,"8603877 | naphthalene | To assess the efficacy of 2-mercaptoethanol/L-cysteine mixed disulfide (CySSME) as an L-cysteine prodrug suitable for glutathione biosynthesis in rat lenses in vitro, as an agent for the prevention of acetaminophen- and naphthalene-induced murine cataract in genetically-susceptible mice, and as an agent for maintenance of near-normal glutathione levels in lenses and livers of mice subjected to acetaminophen and naphthalene at cataractogenic doses."
198,"20020764 | methyl salicylate | The initial performance of the microplasma device has been evaluated by ionizing samples containing dimethyl sulfoxide (DMSO), dimethylformamide (DMF), methyl salicylate, caffeine, l-leucine, l-histidine, loratadine, ibuprofen, acetaminophen, acetylsalicylic acid, and cocaine in various forms."
199,"24551872 | methyl salicylate | Active ingredients from soft and liquid formulations, such as Icy Hot cream (methyl salicylate) and Nyquil cold medicine (acetaminophen, dextromethorphan, doxylamine) were also detected."
200,"9630389 | vinegar | The aim of the study was to evaluate the possible influence of acetic acid (administered as vinegar) on the postprandial glucose and insulin responses, and the potential involvement of a modified gastric emptying rate was studied by use of paracetamol as a marker."
201,"2364459 | phosphatidylcholine | Intravenous administration of soybean phosphatidylcholine liposomes containing different amounts of tocopherol acetate leads to a dose and time dependent increase of mouse liver tocopherol content, which was not observed when the preparation was given orally."
202,"2364459 | phosphatidylcholine | When benzo[a]pyrene pretreated mice intoxicated with 400 mg/kg AAP were pretreated 2 h before with 1 g/kg phosphatidylcholine liposomes containing 4 mg/kg vitamin E acetate, these animals were protected against liver damage."
203,"9501466 | phosphatidylcholine | The release of acetaminophen (AAP) from tablets containing phospholipids was examined using hydrogenated soybean phospholipid (HSL) and its main components, phosphatidylcholine (PC), phosphatidylethanolamine (PE) and phosphatidylinositol (PI), although the PI was not well purified (PI rich)."
204,"2571471 | hydroxamic acid | The hydroxamic acid of 3'-hydroxyacetanilide (AMAP) was synthesized to test the hypothesis that different reactive metabolites of AMAP and acetaminophen account for similarities in covalent binding of the two positional isomers to hepatic proteins, but for differences in their ability to cause hepatotoxicity."
205,19459732 | anthocyanins | The present study was undertaken to examine the protective effects of an anthocyanin fraction (AF) obtained from purple-fleshed sweet potato on acetaminophen (paraceptamol [APAP])-induced hepatotoxicity in mice and to determine the mechanism involved.
206,"17132218 | anthocyanins | This study investigated the mutagenic, anti-mutagenic and cytotoxic effects of acetone extract of raspberry, Rubus idaeus L. (v. Ottawa) Rosaceae, and the isolated and characterized ellagitannin and anthocyanin fractions thereof, suitable for food applications."
207,"25394398 | atlantic salmon | Atlantic salmon (Salmo salar) were exposed to Acetaminophen: 54.77  34.67; Atenolol: 11.08  7.98, and Carbamazepine: 7.85  0.13 gL(-1) for 5 days."
208,9406902 | cichorium intybus | The hepatoprotective activity of aqueous-methanolic extract of Cichorium intybus seeds was investigated against acetaminophen and CCl(4)-induced hepatic damage.
209,"15319808 | gallium | This issue focuses on the following selection of drugs: 166Ho-DOTMP 5A8; A-179578, abetimus sodium, adefovir dipivoxil, AGI-1067, AIDSVAX gp120 B/B, AK-602, alefacept alemtuzumab, aliskiren fumarate, ALVAC vCP1433, ALVAC vCP1452, anecortave acetate, arzoxifene hydrochloride, atazanavir sulfate, atlizumab, avasimibe; Binodenoson, BMS-488043; Choriogonadotropin alfa, ciclesonide, COL-1621, CVT-3146, CVT-E002, Cypher; Daptomycin, darbepoetin alfa, darunavir, D-D4FC, deferasirox, desloratadine, desmoteplase, duloxetine hydrochloride, DX-9065a; E-5564, efalizumab, emfilermin, emivirine, emtricitabine, enfuvirtide, estradiol acetate, ezetimibe; Frovatriptan; Gallium maltolate, gefitinib; HIV-1 Immunogen, human insulin; Iguratimod, IL-4/IL-13 Trap, imatinib mesylate, inhaled insulin, insulin glargine, irofulven, ISS-1018, ivabradine hydrochloride; Lutropin alfa; Melatonin; Nesiritide; O6-Benzylguanine, omapatrilat, oritavancin, ospemifene; Parecoxib sodium, peginterferon alfa-2a, pexelizumab, pimecrolimus, pirfenidone, pramlintide acetate, prasterone sulfate PT-141; Rasburicase, razaxaban hydrochloride, recombinant malaria vaccine, rhBMP-2/ACS, roflumilast, rosiglitazone maleate/metformin hydrochloride, rotavirus vaccine; SCH-D, sitaxsentan sodium, solifenacin succinate; Targinine hydrochloride, taxus, TER-199, tramadol hydrochloride/acetaminophen; Valdecoxib, valganciclovir hydrochloride, vatalanib succinate, VEG Trap(R1R2); Ximelagatran; Yttrium Y90 Epratuzumab."
210,"19523510 | citrinin | Nephrotoxic compounds (5-fluorouracil, gentamicin, cisplatin, acetaminophen, para-aminophenol, potassium dichromate, ibuprofen, doxorubicin, cyclosporine, citrinin, puromycin) were used to determine the potential of this method to detect proximal tubule toxicity of compounds."
211,"11728749 | hydrogen sulfide | Male Swiss mice were treated with sodium hydrogen sulfide, a H(2)S donor, 30 min after acetaminophen administration."
212,"23692300 | hydrogen sulfide | The sensor exhibited excellent analytical performance in phosphate buffered saline, including a NO sensitivity of 1.4 pA nM(-1), a limit of detection (LOD) of 840 pM, and selectivity over nitrite, ascorbic acid, acetaminophen, uric acid, hydrogen sulfide, ammonium, ammonia, and both protonated and deprotonated peroxynitrite (selectivity coefficients of -5.3, -4.2, -4.0, -5.0, -6.0, -5.8, -3.8, -1.5, and -4.0, respectively)."
213,25801321 | shrimp | It was likely that the inhibitory effects of acetaminophen on shrimp neurological enzymes were more severe than on the planarian.
214,"17132218 | rubus idaeus | This study investigated the mutagenic, anti-mutagenic and cytotoxic effects of acetone extract of raspberry, Rubus idaeus L. (v. Ottawa) Rosaceae, and the isolated and characterized ellagitannin and anthocyanin fractions thereof, suitable for food applications."
215,"10774834 | ribonuclease | In addition, mRNA expression of MIP-2 and KC were upregulated in livers of acetaminophen-treated animals as determined by ribonuclease protection assay."
216,"11896290 | ribonuclease | Ribonuclease protection assays compared the effects of acetaminophen and E2 on expression of selected genes (c-myc, c-fos, cyclin D1, bcl-2, bax, gadd45, mcl-1, p53, p21(CIP1/WAF1), and bcl-xL) in E2-responsive breast cancer (MCF-7) and endometrial adenocarcinoma (Ishikawa) cells as well as in E2-nonresponsive (MDA-MB-231) breast cancer cells."
217,28234915 | formononetin | To examine the effects of formononetin (FMN) on Acetaminophen (APAP)-induced liver injury in vitro and in vivo.
