,0
106,"1913999 | licocoumarone | Among the twelve licorice constituents examined for the inhibition of monoamine oxidase (MAO), six compounds, 3, 4, genistein (6), licopyranocoumarin (7), licocoumarone (14) and glycyrrhisoflavone (15), inhibited the enzyme with the IC50 (concentration required for 50% inhibition of the enzyme activity) values of 6.0 x 10(-5)-1.4 x 10(-4) M. Glycyrrhizin (1) also inhibited MAO with the IC50 value of 1.6 x 10(-4) M."
107,"21371861 | quercetin 3-glucuronide | The effect of quercetin and its antioxidative metabolite quercetin 3-glucuronide (Q3GA) on the activity of mouse brain mitochondrial monoamine oxidase-A (MAO-A) was evaluated by measuring the deamination product of serotonin, 5-hydroxyindole acetaldehyde (5-HIAL)."
108,"21521428 | arecoline | One of the major ingredients of BQ, arecoline, is known to affect the expression of monoamine oxidase A (MAO-A)."
109,"10638628 | arecoline | Alkaloids such as arecaidine, arecoline, and a few other constituents, reported to be present in Areca catechu were also tested, but none of them were found to inhibit MAO."
110,"25389533 | arecoline | The primary alkaloid of AN, arecoline, can be metabolized via the monoamine oxidase (MAO) gene by inducing reactive oxygen species (ROS)."
111,"6786369 | benzyl alcohol | The inhibition by chlorgyline and deprenyl of deamination of tyramine, i. e. substrate of two forms of monoamine oxidase (MAO) A and B, by fragments of rat liver mitochondrial membrane and the effects of competitive reversible inhibitors of the MAO activity, e. g. 4-ethylpyridine, benzyl alcohol, O-benzyl-hydroxylamine and 2-oxyquinoline, on this process were studied."
112,25541203 | harmol | In this study we synthesized four different (18)F-labeling precursors for the visualization of the monoamino oxidase A using harmol derivatives.
113,"1913999 | licopyranocoumarin | Among the twelve licorice constituents examined for the inhibition of monoamine oxidase (MAO), six compounds, 3, 4, genistein (6), licopyranocoumarin (7), licocoumarone (14) and glycyrrhisoflavone (15), inhibited the enzyme with the IC50 (concentration required for 50% inhibition of the enzyme activity) values of 6.0 x 10(-5)-1.4 x 10(-4) M. Glycyrrhizin (1) also inhibited MAO with the IC50 value of 1.6 x 10(-4) M."
114,"25857942 | sesamol | In the present study, series of eight sesamol (1,3-benzodioxol-5-ol) and eight benzodioxane (2,3-dihydro-1,4-benzodioxine) derivatives were synthesised and evaluated as inhibitors of recombinant human monoamine oxidase (MAO) A and B."
115,"3122700 | 6-hydroxymelatonin | Twenty-four-hour urinary excretion of 6-hydroxymelatonin and ""whole-body norepinephrine (NE) turnover,"" ie, 24-hour urinary output of NE and its major metabolites 3-methoxy-4-hydroxyphenylglycol, vanillylmandelic acid, and normetanephrine, were measured before and after treatment with the tricyclic desipramine hydrochloride, the aminoketone bupropion hydrochloride, the nonselective monoamine oxidase (MAO) inhibitor tranylcypromine sulfate, and the specific MAO type A inhibitor clorgiline."
116,27366756 | oleate | Lower Maob expression was found in islets from db/db versus WT mice and in MIN6 -cells in response to palmitate and oleate treatment compared to vehicle.
117,"22085743 | triacylglycerol | Also, the reduction in the activities of acetylcholinesterase and monoamine oxidase (AChE & MAO), total protein, albumin and body weight, and the induction in triacylglycerol and cholesterol have been observed due to cypermethrin toxicity."
118,"8834375 | vanadium | The effects of 1 microgram/mL of vanadium, given for 12 mo as sodium metavanadate in drinking water, on cardiovascular and biochemical indices of male rabbits were investigated."
119,"2592431 | lysozyme | And after giving Lonicera Japonica flavone 1 week simultaneously, organ indexes , the activity of acid phosphatase (ACP), alkaline phosphatase (AKP) and lysozyme (LSZ) in serum , and the content of monoamine oxidase (MAO), total antioxidant capacity (T-AOC), total superoxide dismutase (SOD) and malondialdehyde (MDA) in lymphoid organs in mice were tested, respectively."
120,"15516704 | selenite | The activity of superoxide dismutase, catalase, glutathione peroxidase, glutathione-S-transferase, and monoamine oxidase (MAO-A and MAO-B) was depleted significantly; conversely, the activity of poly(ADP-ribosyl) polymerase was elevated significantly as compared to the sham, and the pretreatment of the animals with different doses of sodium selenite has protected the activity of these enzymes significantly."
121,12009254 | selenite | Selenite also induced other mitochondrial marker enzymes including monoamine oxidase (MAO) and mitochondria aspartate aminotransferase (mAST).
122,"7108552 | succinate semialdehyde | The main part of the aldehyde dehydrogenase activities with acetaldehyde, DOPAL, and succinate semialdehyde, but only little activity of the marker enzyme for the outer membrane (monoamine oxidase, MAO), was released from a purified mitochondrial fraction subjected to sonication."
123,"7159468 | succinate semialdehyde | In contrast to the effects obtained in vivo, disulfiram was found to be an inhibitor in vitro of brain succinate semialdehyde dehydrogenase and liver monoamine oxidase."
124,"8894597 | apigenin | Furthermore, apigenin inhibited in a concentration-dependent manner the activity of monoamine oxidase in the rat atrial homogenates."
125,"8894597 | apigenin | It is concluded that apigenin possesses the property to increase the atrial rate, probably as a result of a reduction in noradrenaline uptake as well as in monoamine oxidase activity."
126,"26953687 | myoglobin | We monitored dialysate 3,4-dihydrobenzoic acid (3,4-DHBA) concentration as an index of hydroxyl radical production using a trapping agent (4-hydroxybenzoic acid), and dialysate myoglobin concentration as an index of cardiomyocyte injury in the ischemic region."
127,"27234133 | arsenite | Sodium arsenite caused impairment in the acquisition and learning in all the behavioral tasks and caused significant increase in tumor necrosis factor-,thiobarbituric acid-reactive substances andlipid profile, while caused significant decrease in glutathione, total thiol content, total antioxidant capacity, acetylcholinesterase, monoamine oxidase and ATPases activities."
128,"3223960 | cinnamaldehyde | absorbance and high absorption coefficient of cinnamaldehyde, the product produced by enzymic oxidation of cinnamylamine, is utilized in a sensitive continuous spectrophotometric assay for both enzymes in the rat and for the assay of a purified monoamine oxidase B from bovine liver."
129,3222223 | estriol | The addition of oestriol (E3) or progesterone to the organ bath significantly decreased (P less than 0.001) the activity of placental MAO.
130,"28465162 | caffeic acid | Therefore, in this study, we investigated the effect of caffeine, caffeic acid and their various combinations on activities of some enzymes [acetylcholinesterase (AChE), monoamine oxidase (MAO) ecto-nucleoside triphosphate diphosphohydrolase (E-NTPase), ecto-5(1)-nucleotidase (E-NTDase) and Na(+)/K(+) ATPase relevant to neurodegeneration in vitro in rat brain."
131,"28465162 | caffeic acid | The results revealed that caffeine, caffeic acid and their various combinations exhibited inhibitory effect on activities of AChE, MAO, E-NTPase and E-NTDase, but stimulatory effect on Na(+)/K(+) ATPase activity."
132,"18800619 | caffeic acid | Neurochemical studies have also revealed that neither rosmarinic acid nor caffeic acid affects the uptake of monoamines or monoamine oxidase activity, which may underlie the therapeutic value of existing clinically effective antidepressants."
133,"12167468 | caffeic acid | The aim of the present study was to examine (i) whether caffeic acid, a major metabolite of rosmarinic acid, also has antidepressive-like activity, and (ii) whether these substances inhibit either the uptake of monoamines to synaptosomes or mitochondrial monoamine oxidase activity."
134,"12167468 | caffeic acid | In neuropharmacological studies, neither rosmarinic acid (10 x (-9)-10 x (-3) M) nor caffeic acid (10 x (-9)-10 x (-3) M) affected either the uptake of monoamines to synaptosomes or mitochondrial monoamine oxidase activity in the mouse brain."
135,12167468 | caffeic acid | These results suggest that both caffeic acid and rosmarinic acid may produce antidepressive-like activity via some mechanism(s) other than the inhibition of monoamine transporters and monoamine oxidase.
136,"16828740 | epsilon-viniferin | On the other hand, epsilon-viniferin (5-200 microM) concentration-dependently inhibited the enzymatic activity of commercial (human recombinant) monoamine oxidase (MAO) isoform (MAO-A and MAO-B) activity, being slightly but significantly more selective against MAO-B than against MAO-A."
137,"26836138 | anthocyanins | In anthocyanin treated animals, the activity of succinate dehydrogenase, cytochrome oxidase and monoamine oxidase increased, but mitochondrial permeability transition pore opening decreased and total antioxidant capacity increased."
138,"3475069 | anthocyanins | The results suggested that superoxide dismutase (SOD) and catalase (CAT) were significantly increased upon black rice anthocyanin treatment, while MDA and the activity of monoamine oxidase (MAO) significantly decreased."
139,6107340 | 2-butanone | The extraction of lipids from rat liver mitochondrial membranes by 2-butanone treatment inhibited the activity of membrane-bound monoamine oxidase -A but not -B.
